State,Year,Narcotic,NonNarcotic,Percentage,From.Yearly.Mean
NE,1992,101,12052,0.8310705175676787,-0.7356087231758948
NE,1993,303,22465,1.3308151791988756,-0.11506404623081679
NE,1994,345,25956,1.311737196304323,-0.6254538085152817
NE,1995,331,33075,0.990839968867868,-0.5764258504965325
NE,1996,269,28818,0.9248117715818063,-1.1809119890862327
NE,1997,1279,38626,3.205112141335672,-0.10105532366741343
NE,1998,1672,52185,3.1045175186141076,0.26103841389283344
NE,1999,1972,68220,2.8094369728744018,-0.13801303511567342
NE,2000,2195,72410,2.94216205348167,-0.6727504420146033
NE,2001,3192,87887,3.504649809506033,-0.9003461459068451
NE,2002,6082,108657,5.300725995520268,-1.7437900127649746
NE,2003,9107,120393,7.032432432432432,-1.2866773675092675
NE,2004,10617,127159,7.705986528858437,-1.3167480763858705
NE,2005,14081,134025,9.507379849567203,-2.066030518723288
NE,2006,8982,97484,8.436496158397986,-5.157951741941517
NE,2007,11715,97789,10.698239333722968,-8.16345928953798
NE,2008,16801,106737,13.599864009454581,-5.649919596566615
NE,2009,25507,160793,13.691358024691358,-3.7935469987987958
NE,2010,33339,176897,15.85789303449457,-2.8011880860440392
NE,2011,48083,208267,18.756777842793056,-1.7092077164215738
NE,2012,55862,222939,20.036513498875543,-0.9186198660043274
NE,2013,56732,229770,19.801606969584853,-0.3621674269977717
NE,2014,55076,243439,18.449994137648023,0.5028120282507302
NE,2015,53731,240085,18.28729545021374,1.3532881383751345
NE,2016,66097,255559,20.548971572114308,4.498338957472498
NE,2017,10727,62869,14.575520408717866,-0.32496511407069306
