State,Year,Narcotic,NonNarcotic,Percentage,From.Yearly.Mean,Yearly.Mean
TN,1991,618,64092,0.9550301344459898,-0.5626825335102549,1.5177126679562447
TN,1992,602,94760,0.6312787064029698,-0.9354005343406037,1.5666792407435735
TN,1993,632,92160,0.681093197689456,-0.7647860277402364,1.4458792254296924
TN,2000,5746,157505,3.519733416640633,-0.09517907885564014,3.6149124954962732
TN,2001,16144,328542,4.68368312028919,0.2786871648763123,4.404995955412878
TN,2002,35173,463360,7.055300250936247,0.010784242651004305,7.0445160082852425
TN,2003,91916,3647838,2.4578087221779827,-5.8613010777637164,8.3191097999417
TN,2004,149953,6123691,2.3902057560167584,-6.632528849227549,9.022734605244308
TN,2005,359550,6500010,5.241589839581548,-6.331820528708943,11.57341036829049
TN,2006,7941324,43183214,15.533292447552288,1.9388445472127849,13.594447900339503
TN,2007,66066,412761,13.797467561353058,-5.064231061907892,18.86169862326095
TN,2008,124754,477328,20.720433429333546,1.4706498233123497,19.249783606021197
TN,2009,158801,689673,18.71607144119914,1.2311664177089874,17.484905023490153
TN,2010,184479,791739,18.897315968359525,0.23823484782091597,18.65908112053861
TN,2011,217065,897629,19.47305717981796,-0.9929283793966697,20.46598555921463
TN,2012,254018,983841,20.520753979249655,-0.4343793856302156,20.95513336487987
TN,2013,239567,925422,20.56388515256367,0.4001107559810464,20.163774396582625
TN,2014,248099,1622711,13.26158188164485,-4.685600227752444,17.947182109397293
TN,2015,238807,1649346,12.64765090540862,-4.286356406429986,16.934007311838606
TN,2016,219405,1759645,11.086379828705692,-4.964252785936118,16.05063261464181
TN,2017,48520,417525,10.411011812164062,-4.489473710624496,14.900485522788559
