State,Year,Narcotic,NonNarcotic,Percentage,From.Yearly.Mean,Yearly.Mean
SC,1991,332,13576,2.387115329306874,0.8694026613506292,1.5177126679562447
SC,1992,788,16086,4.669906364821619,3.103227124078046,1.5666792407435735
SC,1993,852,16624,4.875257495994507,3.429378270564815,1.4458792254296924
SC,1994,1467,20055,6.816281014775578,4.8790900099559735,1.9371910048196046
SC,1995,1148,28730,3.8422919874154893,2.275026168051089,1.5672658193644005
SC,1996,878,30042,2.8395860284605434,0.7338622677925044,2.105723760668039
SC,1997,1549,32554,4.542122393924288,1.2359549289212026,3.3061674650030852
SC,1998,2782,51750,5.10159172595907,2.2581126212377955,2.843479104721274
SC,1999,4711,102050,4.412660053764951,1.4652100457748762,2.947450007990075
SC,2000,8051,115487,6.51702310220337,2.902110606707097,3.6149124954962732
SC,2001,12712,155441,7.559781865325031,3.154785909912153,4.404995955412878
SC,2002,27623,201280,12.06755700012669,5.023040991841448,7.0445160082852425
SC,2003,47740,242187,16.466213909018474,8.147104109076775,8.3191097999417
SC,2004,54927,270921,16.85663254032555,7.833897935081241,9.022734605244308
SC,2005,76800,271871,22.026494890598876,10.453084522308385,11.57341036829049
SC,2006,40684,161184,20.153763845681336,6.559315945341833,13.594447900339503
SC,2007,42438,157146,21.263227513227516,2.401528889966567,18.86169862326095
SC,2008,56059,145553,27.80538856814079,8.555604962119592,19.249783606021197
SC,2009,40869,148649,21.564706254814848,4.079801231324694,17.484905023490153
SC,2010,82734,304004,21.392777539316025,2.7336964187774164,18.65908112053861
SC,2011,118176,357927,24.82151971317131,4.355534153956679,20.46598555921463
SC,2012,134855,408126,24.83604398680617,3.8809106219263008,20.95513336487987
SC,2013,130163,427008,23.361409692895,3.1976352963123738,20.163774396582625
SC,2014,136330,548825,19.897687384606403,1.9505052752091103,17.947182109397293
SC,2015,89865,409936,17.980156102128646,1.0461487902900402,16.934007311838606
SC,2016,92423,475821,16.264667994734655,0.21403538009284517,16.05063261464181
SC,2017,17402,100837,14.717648153316587,-0.18283736947197227,14.900485522788559
