Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
00228,2530,NIFEDIPINE,20,,,6536393.22,68952
00009,0029,ALPRAZOLAM,0.25,CIV,,76435020.93,1377808
00074,7804,POTASSIUM CHLORIDE,750,,,18269950.08,258393
11980,0022,SULFACETAMIDE SODIUM AND PREDNISOLONE ACETATE,100; 2,,,1493436.38,183478
51079,0436,DOXEPIN HYDROCHLORIDE,10,,,583797,8336
00025,1451,MISOPROSTOL,100,,,39670306.008,453415
49884,0021,ISOSORBIDE DINITRATE,10,,,5669685,58778
00573,1238,"ACETAMINOPHEN, CHLORPHENIRAMINE MALEATE, PHENYLEPHRINE HCL",325; 2; 5,,,22519,620
00338,0085,DEXTROSE AND SODIUM CHLORIDE,5; 450,,,112278917.9,27130
49348,0159,GLYCERIN,1.614,,,2420,91
00904,3379,SULINDAC,200,,,1144420,19999
00078,0240,CYCLOSPORINE,25,,,15883446.18,139366
00904,0201,AMITRIPTYLINE HYDROCHLORIDE,25,,,5377733,107163
00378,0181,ALLOPURINOL,300,,,2616446,71904
24208,0635,"NEOMYCIN SULFATE, POLYMYXIN B SULFATE AND HYDROCORTISONE",10; 3.5; 10000,,,364117.26,36115
11980,0228,FLUOROMETHOLONE,2.5,,,192045,23948
00781,2020,AMOXICILLIN,250,,,636561,20636
00168,0006,TRIAMCINOLONE ACETONIDE,1,,,5379752.04,58392
52268,0700,"POLYETHYLENE GLYCOL 3350, SODIUM SULFATE ANHYDROUS, SODIUM BICARBONATE, SODIUM CHLORIDE, POTASSIUM CHLORIDE",227.1; 21.5; 6.36; 5.53; .754,,,647191,770
00904,1748,IBUPROFEN,400,,,3134694.884,55993
49348,0035,"ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, SIMETHICONE",400; 400; 40,,,8729475,13235
00186,1092,METOPROLOL SUCCINATE,100,,,1228757.402,31826
00781,1438,FLUPHENAZINE HYDROCHLORIDE,5,,,5696503.28,86533
17478,0216,NAPHAZOLINE HYDROCHLORIDE,1,,,796690.4,49695
00378,0415,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,2.5; .025,CV,,9551310.484,234944
50111,0324,BETHANECHOL CHLORIDE,10,,,643467.6,7325
00536,4306,CALCIUM POLYCARBOPHIL,625,,,827894,10772
53489,0146,SULFAMETHOXAZOLE AND TRIMETHOPRIM,800; 160,,,15887196.058,713618
00378,3005,THIOTHIXENE,5,,,11978331.762,189172
00169,1833,HUMAN INSULIN,100,,,2031736.91,148368
50111,0433,TRAZODONE HYDROCHLORIDE,50,,,6789270.2,132458
00025,1891,VERAPAMIL HYDROCHLORIDE,240,,,41069566.68,1000480
00378,0186,CLONIDINE HYDROCHLORIDE,0.2,,,8361913.128,120478
00536,3233,ACETAMINOPHEN,80,,,1877310,43273
00264,1800,SODIUM CHLORIDE,9,,,22352291.03,16009
00310,0115,ATENOLOL AND CHLORTHALIDONE,50; 25,,,4365053.85,122402
00904,1087,DIPYRIDAMOLE,50,,,1544617.8,18473
00054,3721,PREDNISONE INTENSOL,5,,,153416,3241
51672,1275,CLOTRIMAZOLE,10,,,148672,5597
00025,1031,SPIRONOLACTONE,100,,,1784180.204,30709
00536,1355,BISACODYL,10,,,1067229.6,72386
00781,1392,HALOPERIDOL,1,,,7196110.6,114853
00603,1520,CHLORPHENIRAMINE MALEATE AND CODEINE PHOSPHATE AND PSEUDOEPHEDRINE HCL,2; 10; 30,CV,YES,381292,2813
00555,0286,DIPYRIDAMOLE,75,,,7148548,91833
00173,0446,ONDANSETRON HYDROCHLORIDE,4,,,35746.5,1930
00615,1554,MECLIZINE HYDROCHLORIDE,25,,,276848,4040
00378,0614,THIORIDAZINE HYDROCHLORIDE,25,,,20385678.984,286072
00781,1439,FLUPHENAZINE HYDROCHLORIDE,10,,,5424381.6,69067
00056,0176,WARFARIN SODIUM,2.5,,,29768827.04,826766
00069,0950,DOXYCYCLINE HYCLATE,100,,,77274,4002
00074,6215,DIVALPROEX SODIUM,500,,,84571009.592,714254
00456,0459,"THYROID, PORCINE",60,,,5484500.622,97612
00781,2228,THIOTHIXENE,5,,,3562423,53725
00056,0170,WARFARIN SODIUM,2,,,26559978.472,581688
00378,0143,INDOMETHACIN,25,,,5622039.5,92468
00536,3313,ASPIRIN,325,,,17893921.08,321542
00049,4120,GLIPIZIDE,10,,,19099989.204,243649
00378,0141,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,25; 25,,,2606433.48,54474
00904,2154,ISOSORBIDE DINITRATE,20,,,4961722,47771
00168,0041,BETAMETHASONE VALERATE,1,,,941962.52,12627
24208,0580,GENTAMICIN SULFATE,3,,,1606705.41,254645
00904,2151,ISOSORBIDE DINITRATE,10,,,6319765,63425
00006,0735,SIMVASTATIN,10,,,10421848.52,293758
00378,0711,METHYLDOPA AND HYDROCHLOROTHIAZIDE,250; 25,,,2252884.364,41259
00299,5770,DESONIDE,0.5,,,2774190.89,68458
00168,0089,NYSTATIN AND TRIAMCINOLONE ACETONIDE,100000; 1,,,1356506,38293
49348,0196,IBUPROFEN,200,,,55953,621
00904,1102,POVIDONE-IODINE,100,,,115656,2887
08880,9505,SILVER SULFADIAZINE,10,,,7859610.803,72755
55513,0267,EPOETIN ALFA,3000,,,1315286.8,22101
00904,2821,OXYBUTYNIN CHLORIDE,5,,,6800177,98495
00574,7050,BISACODYL,10,,,71078,4081
00998,0615,DEXAMETHASONE,1,,,73919.02,10395
00071,0525,METHSUXIMIDE,300,,,1527283.44,18739
00338,0017,DEXTROSE MONOHYDRATE,50,,,792159254.508,48517
17478,0238,BACITRACIN ZINC AND POLYMYXIN B SULFATE,500; 10000,,,43629.5,10323
00093,0262,FLUOCINONIDE,0.5,,,2840294,58414
00781,2715,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,50; 25,,,21923565.342,571584
00378,0045,DILTIAZEM HYDROCHLORIDE,60,,,9052472.2,97041
00069,0970,DOXYCYCLINE,25,,,491741.7,1896
00555,0285,DIPYRIDAMOLE,50,,,11030140,128222
50111,0333,METRONIDAZOLE,250,,,711002.042,26187
00904,1056,BENZTROPINE MESYLATE,1,,,10832141.8,175677
00143,1202,CORTISONE ACETATE,25,,,91735,1624
00998,0408,HYPROMELLOSE 2910,5,,,171591.6,8769
51672,1271,DESOXIMETASONE,0.5,,,822445.46,22098
00378,0147,INDOMETHACIN,50,,,3605359.2,60554
00069,2670,NIFEDIPINE,90,,,26427108.24,761598
00074,6214,DIVALPROEX SODIUM,250,,,111688402.628,935115
00536,5108,HYDROCORTISONE,1,,,862128,26017
53489,0332,IMIPRAMINE HYDROCHLORIDE,50,,,5067140.002,67130
00536,4742,CALGEST,500,,,514632,4278
00006,0106,LISINOPRIL,10,,,15659186.35,400368
00378,0221,TIMOLOL MALEATE,10,,,536929.6,9048
00049,3420,FLUCONAZOLE,100,,,9198589.008,398613
00536,5105,HYDROCORTISONE,1,,,608066,4849
00641,0367,DEXAMETHASONE SODIUM PHOSPHATE,10,,,1099,323
00054,3177,DEXAMETHASONE,0.5,,,329572,5024
51079,0733,HALOPERIDOL,0.5,,,369869,7812
53489,0118,DOXYCYCLINE HYCLATE,50,,,205963,6354
00603,4593,METHYLPREDNISOLONE,4,,,271309.96,11270
00378,0477,DIAZEPAM,10,CIV,,8963032.006000001,147739
00054,4741,PREDNISONE,1,,,5400153.16,54643
00085,3310,NITROGLYCERIN,40,,,15612130.684,505708
00009,0870,CLINDAMYCIN PHOSPHATE,150,,,32703,311
51079,0519,CHLORPROMAZINE HYDROCHLORIDE,25,,,773376,10787
00641,1496,PROMETHAZINE HYDROCHLORIDE,50,,,99332.4,11416
00781,1205,PENICILLIN V POTASIUM,250,,,366445,10386
49348,0188,SIMETHICONE,80,,,37553,1281
00591,5347,PROBENECID,500,,,220787.8,4659
00378,0351,HALOPERIDOL,0.5,,,7753109.4,146505
00378,0751,CYCLOBENZAPRINE HYDROCHLORIDE,10,,,19145683.816,481886
17478,0283,GENTAMICIN SULFATE,3,,,223145,35281
00009,0055,ALPRAZOLAM,0.5,CIV,,89367128.824,1425902
24208,0715,PREDNISOLONE SODIUM PHOSPHATE,10,,,302725.94,29050
00009,0352,GLYBURIDE,3,,,29052376.998,418439
00781,1375,MECLIZINE HYDROCHLORIDE,25,,,7550072.802,133582
11980,0211,FLUOROMETHOLONE,1,,,1074866.92,117335
00054,3194,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,2.5; .025,CV,,2998104.06,46002
00093,0293,CARBIDOPA AND LEVODOPA,25; 100,,,14945663.44,157131
00904,1055,BENZTROPINE MESYLATE,0.5,,,2171496,36782
00054,8527,LITHIUM CARBONATE,300,,,1614863,18781
00591,5695,MINOCYCLINE HYDROCHLORIDE,100,,,9300,256
00378,6410,DOXEPIN HYDROCHLORIDE,100,,,4827984.864,108509
00085,3320,NITROGLYCERIN,80,,,12311313.342,398936
00054,4595,MEPERIDINE HYDROCHLORIDE,50,CII,,1766879.404,48349
00085,3305,NITROGLYCERIN,20,,,3195537.2,104814
00641,0491,PROCHLORPERAZINE EDISYLATE,5,,,7948,942
00591,5590,TRANYLCYPROMINE SULFATE,10,,,59948,932
00173,0447,ONDANSETRON HYDROCHLORIDE,8,,,163366.412,10103
00781,2325,INDOMETHACIN,25,,,2602842.42,42900
00173,0393,RANITIDINE HYDROCHLORIDE,300,,,29609142.19,839469
00006,3516,IMIPENEM AND CILASTATIN SODIUM,500; 500,,,4353241.32,4374
00071,0535,QUINAPRIL HYDROCHLORIDE,40,,,1021380.04,27559
00904,3990,TRAZODONE HYDROCHLORIDE,50,,,5453265.6,107359
00054,4728,PREDNISONE,5,,,6597219.866,130843
00781,2226,THIOTHIXENE,1,,,1171018.18,20108
00338,0048,SODIUM CHLORIDE,900,,,338944825.668,300613
00046,1065,ECHOTHIOPHATE IODIDE,NA,,,247890.6,45354
59762,3741,MEDROXYPROGESTERONE ACETATE,5,,,137364,3897
00781,1391,HALOPERIDOL,0.5,,,6767063,115818
00536,4445,PSYLLIUM,3.4,,,11162963,22576
00378,4250,DOXEPIN HYDROCHLORIDE,50,,,10216393.264,188416
