Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
00172,4096,BACLOFEN,10,,,24630229.176,230457
00172,2089,HYDROCHLOROTHIAZIDE,50,,,6586178.916,172687
00085,0571,INTERFERON ALFA-2B,NA,,,32666.027000000002,3499
49884,0087,DEXAMETHASONE,4,,,832277.9400000001,24184
00555,0572,METHOTREXATE,2.5,,,3264784.75,144395
50458,0300,RISPERIDONE,1,,,78800242.429,1771567
00056,0170,WARFARIN SODIUM,2,,,36395391.485,881504
00093,0293,CARBIDOPA AND LEVODOPA,25; 100,,,36724665.744,394947
00054,4527,LITHIUM CARBONATE,300,,,16863041.794,203602
00065,0416,"DEXTRAN 70, HYPROMELLOSE 2910",3; 1,,,135422.4,3213
00904,7727,ALUMINUM HYDROXIDE AND MAGNESIUM CARBONATE,95; 358,,,860823,1400
00378,0327,HALOPERIDOL,5,,,16707679.746,295724
53489,0177,ALBUTEROL SULFATE,4,,,762491.6,11647
00378,0231,ATENOLOL,50,,,23101340.916,541920
00049,4110,GLIPIZIDE,5,,,3841530.242,65727
00054,4120,CALCIUM CARBONATE,1250,,,4584344.4,37598
00615,2549,BENZTROPINE MESYLATE,2,,,177213,3756
00056,0172,WARFARIN SODIUM,5,,,55422668.808,1503831
53489,0146,SULFAMETHOXAZOLE AND TRIMETHOPRIM,800; 160,,,5255699.782,240507
00025,1381,OXAPROZIN,600,,,54950295.722,1031347
00378,0512,VERAPAMIL HYDROCHLORIDE,80,,,3826209.57,46183
00093,0752,ATENOLOL,50,,,4236284.488,114285
00085,0566,BETAMETHASONE ACETATE AND BETAMETHASONE SODIUM PHOSPHATE,3; 3,,,82726.90400000001,18624
51079,0161,ACETAMINOPHEN AND CODEINE PHOSPHATE,300; 30,CIII,YES,790493.58,24664
00006,3519,DORZOLAMIDE HYDROCHLORIDE,20,,,5670724.674,719358
00536,3756,DOCUSATE SODIUM,100,,,15430588.13,242512
00143,1785,"BUTALBITAL, ASPIRIN AND CAFFEINE",50; 325; 40,CIII,,1254446.456,30724
00093,0262,FLUOCINONIDE,0.5,,,3903246.535,79240
00378,0045,DILTIAZEM HYDROCHLORIDE,60,,,9726533.66,107065
00378,0372,CIMETIDINE,400,,,29889971.728,586195
00037,4401,PENICILLAMINE,250,,,375271.4,4989
00228,2129,CLONIDINE HYDROCHLORIDE,0.3,,,3956470.074,53640
57664,0105,SALSALATE,750,,,140963,1698
51079,0759,ATENOLOL,25,,,926129,28384
53489,0119,DOXYCYCLINE HYCLATE,100,,,813213.14,39487
00603,1378,LACTULOSE,10,,,12765883.678,16732
00093,0813,NORTRIPTYLINE HYDROCHLORIDE,75,,,530626.834,15444
00998,0203,PILOCARPINE HYDROCHLORIDE,10,,,96200.045,5838
60432,0621,VALPROIC ACID,250,,,9490565.12,17034
00023,2181,KETOROLAC TROMETHAMINE,5,,,1107957.108,212577
00378,0317,CIMETIDINE,300,,,9506558.528,149310
00378,0055,TIMOLOL MALEATE,5,,,120425.32,2102
00024,0337,MEPERIDINE HYDROCHLORIDE,100,CII,,1527673.206,26176
00024,0337,MEPERIDINE HYDROCHLORIDE,100,CII,,1527673.206,26176
00085,0370,MOMETASONE FUROATE,1,,,9167134.79,247279
54482,0145,LEVOCARNITINE,1,,,14331472.73,45206
00904,1985,ACETAMINOPHEN,160,,,27947991.789,173856
00781,1223,METOPROLOL TARTRATE,50,,,1510380,25871
45802,0064,TRIAMCINOLONE ACETONIDE,1,,,4032767.66,62057
00168,0004,TRIAMCINOLONE ACETONIDE,1,,,17701556.314,237759
00173,0393,RANITIDINE HYDROCHLORIDE,300,,,14180906.702,400031
00186,1094,METOPROLOL SUCCINATE,200,,,1223063.57,33469
00143,1769,ISOSORBIDE DINITRATE,5,,,331646,3499
51672,1281,DESONIDE,0.5,,,947803.11,20249
00781,1452,GLIPIZIDE,5,,,4936531,74763
00093,0294,CARBIDOPA AND LEVODOPA,25; 250,,,10226490.19,113134
45802,0063,TRIAMCINOLONE ACETONIDE,0.25,,,749018,9938
00615,2579,TRAZODONE HYDROCHLORIDE,100,,,84628,2463
00049,3500,FLUCONAZOLE,150,,,775049.826,430754
00056,0169,WARFARIN SODIUM,1,,,34441252.294,729786
00603,7781,HYDROCORTISONE,25,,,480210.95999999996,13189
00173,0388,BECLOMETHASONE DIPROPIONATE MONOHYDRATE,42,,,11536785.61,451608
00904,3365,BACLOFEN,10,,,1411580.406,13967
51079,0299,CLONIDINE HYDROCHLORIDE,0.1,,,891632,17330
00378,0277,CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE,10; 27.98,CIV,,4024912.18,63527
50111,0459,THEOPHYLLINE,300,,,18231905.032,268878
24208,0290,TOBRAMYCIN,3,,,1637333.382,319902
00009,3073,METHYLPREDNISOLONE ACETATE,40,,,6549.034,4486
00009,3073,METHYLPREDNISOLONE ACETATE,40,,,6549.034,4486
00185,4350,ISONIAZID,300,,,845209.74,22567
00143,1025,AMINOPHYLLINE DIHYDRATE,200,,,196853,2051
00338,0049,SODIUM CHLORIDE,9,,,191538085.92,133102
00615,3542,BACLOFEN,20,,,87010,887
00228,2540,CARBIDOPA AND LEVODOPA,25; 250,,,2157678.18,23419
00378,4250,DOXEPIN HYDROCHLORIDE,50,,,11066893.626,201807
00378,1101,PRAZOSIN HYDROCHLORIDE,1,,,2746936.82,39719
00603,5168,PHENOBARBITAL,97.2,CIV,,1085998.63,23371
00456,0461,"THYROID, PORCINE",120,,,1081155.358,22938
00024,1562,HYDROXYCHLOROQUINE SULFATE,200,,,6959254.01,120012
49348,0689,MICONAZOLE NITRATE,20,,,71296.75,2022
00378,0047,METOPROLOL TARTRATE,100,,,7774090.99,139676
00054,4301,FUROSEMIDE,80,,,8489062.1,194336
00078,0184,OCTREOTIDE ACETATE,1000,,,27828.164,2331
00004,0098,CLONAZEPAM,2,CIV,,20265201.318,308580
00006,0106,LISINOPRIL,10,,,16652266.235,460300
00904,7695,CALCIUM CARBONATE,750,,,10170,81
00025,1041,SPIRONOLACTONE,50,,,5691045.18,92833
00781,2227,THIOTHIXENE,2,,,2592446.42,43805
00245,0041,POTASSIUM CHLORIDE,750,,,63097616.128,1019921
24385,0429,ASPIRIN,325,,,3866792,42531
00781,1787,DICLOFENAC SODIUM,50,,,853912.38,13259
24385,0028,ASPIRIN,81,,,82395,2121
00054,4297,FUROSEMIDE,20,,,26460040.16,739279
00603,2216,AMITRIPTYLINE HYDROCHLORIDE,100,,,1127653.202,27146
00378,0092,MAPROTILINE HYDROCHLORIDE,75,,,108544.36,2166
00172,3925,DIAZEPAM,2,CIV,,1931389.555,31756
00009,0450,COLESTIPOL HYDROCHLORIDE,1,,,3006217.2,31733
00054,4179,DEXAMETHASONE,0.5,,,246024.918,5086
00299,3836,METRONIDAZOLE,7.5,,,429388.29,9583
00615,2562,PROPRANOLOL HYDROCHLORIDE,20,,,8445,143
00039,0067,FUROSEMIDE,20,,,1993380.516,50285
00071,0525,METHSUXIMIDE,300,,,1030732.076,12901
00121,0504,ACETAMINOPHEN AND CODEINE PHOSPHATE,120; 12,,YES,4599306.926,20859
59762,3718,TRIAZOLAM,0.25,CIV,,3520630,150064
49884,0056,IMIPRAMINE HYDROCHLORIDE,50,,,4299603.584,64786
00085,0924,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE,10; .5,,,90744322.308,2613513
00113,0590,ACETAMINOPHEN,160,,,271432.4,5938
00087,6060,METFORMIN HYDROCHLORIDE,500,,,123457625.2,1640262
60432,0537,NYSTATIN,100000,,,10738195.112,116825
00904,3524,ACETIC ACID IN AQUEOUS ALUMINUM ACETATE,2,,,33642,559
00054,4550,METHOTREXATE SODIUM,2.5,,,347760.988,16220
00168,0058,FLUOCINOLONE ACETONIDE,0.1,,,1853295.33,36385
00378,2150,MECLOFENAMATE SODIUM,50,,,552062.35,8118
00264,7510,DEXTROSE,5,,,34804102.5,11655
00054,4650,OXYCODONE AND ACETAMINOPHEN,5; 325,CII,YES,49756828.71,1064025
00054,3532,LORAZEPAM,2,CIV,,667763.68,20932
00536,2470,MAGNESIUM HYDROXIDE,1200,,,10016982,20761
00781,2201,TEMAZEPAM,15,CIV,,477110.033,15818
00009,0029,ALPRAZOLAM,0.25,CIV,,2961691.882,44932
00832,0303,CHLORPROMAZINE HYDROCHLORIDE,100,,,2900847.898,37680
00071,0803,GABAPENTIN,100,,,8669840.614,82544
00591,5337,TRIHEXYPHENIDYL HYDROCHLORIDE,5,,,226994,3780
53489,0478,SULINDAC,150,,,298130.621,5413
00378,0181,ALLOPURINOL,300,,,4654404.03,117761
00378,0032,METOPROLOL TARTRATE,50,,,23181385.976,460194
00039,0052,GLYBURIDE,5,,,15296136.012,191964
00832,1015,AMANTADINE HYDROCHLORIDE,100,,,1132735.58,23242
00781,1695,ISOSORBIDE DINITRATE,20,,,30404340.990000002,299918
00069,2650,NIFEDIPINE,30,,,111357570.162,3088430
00132,0081,GLYCERIN,1,,,4491,313
00168,0020,HYDROCORTISONE,10,,,3051391.858,69168
00603,1508,PHENOBARBITAL,20,CIV,,5665295,12945
00056,0176,WARFARIN SODIUM,2.5,,,34659213.282,995687
00009,0073,METHYLPREDNISOLONE,16,,,313189.24199999997,10375
00603,2213,AMITRIPTYLINE HYDROCHLORIDE,25,,,6602691.22,131911
00378,0208,FUROSEMIDE,20,,,44303389.534,1124422
