Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
00904,0012,CHLORPHENIRAMINE MALEATE,4,,,378629,326205
54092,0387,"DEXTROAMPHETAMINE SULFATE, DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE SULFATE AND AMPHETAMINE ASPARTATE",5; 5; 5; 5,CII,,46920093.182,1417211
00603,3740,FUROSEMIDE,40,,,10088710,2199694
64125,0118,FUROSEMIDE,80,,,117031,2372
00093,0051,CARVEDILOL,3.125,,,399640,6674
63304,0791,SIMVASTATIN,20,,,2940015,1132505
68180,0518,LISINOPRIL AND HYDROCHLOROTHIAZIDE,12.5; 10,,,1062948.2,813183
00378,6074,FLUPHENAZINE HYDROCHLORIDE,5,,,2345108.6,1321220
00023,9205,CARBOXYMETHYLCELLULOSE SODIUM,10,,,226503,12745
00113,0825,MICONAZOLE NITRATE,2,,,4507,100
00245,0070,POTASSIUM CITRATE,5,,,19323,187
51672,1279,FLUOCINONIDE,0.5,,,135831.5,482815
00378,3266,ETOPOSIDE,50,,,30512,1246
00603,5450,PROPAFENONE HYDROCHLORIDE,300,,,2215,37
00245,0058,POTASSIUM CHLORIDE,1500,,,18743719.2,1278944
60505,0065,OMEPRAZOLE,20,,,5508308.976,3656979
00573,2871,"MINERAL OIL, PETROLATUM, PHENYLEPHRINE HCL",2.5; 140; 749,,,34373.923,580
00469,0607,TACROLIMUS,0.5,,,4045040.782,1814772
00065,0085,NAPHAZOLINE HYDROCHLORIDE AND PHENIRAMINE MALEATE,.25; 3,,,170236,11124
00093,0264,FLUOCINONIDE,0.5,,,2003449,1114491
00168,0201,CLINDAMYCIN PHOSPHATE,10,,,3310803.4080000003,2975424
00378,0152,CLONIDINE HYDROCHLORIDE,0.1,,,80979744.132,4407446
00555,0484,LEUCOVORIN CALCIUM,5,,,604672.468,1016924
00085,1733,MOXIFLOXACIN HYDROCHLORIDE,400,,,4158240.422,1115435
00093,5214,MOEXIPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,15; 12.5,,,40377,1421026
51991,0074,"BUTALBITAL, ASPIRIN, CAFFEINE AND CODEINE PHOSPHATE",50; 325; 40; 30,CIII,YES,789809,13510
00781,1507,ATENOLOL,100,,,8389751.328,3322077
67618,0310,STANDARDIZED SENNA CONCENTRATE AND DOCUSATE SODIUM,8.6; 50,,,64625,1025
51672,4057,AMIODARONE HYDROCHLORIDE,400,,,24286.75,680
00168,0312,ECONAZOLE NITRATE,10,,,7313097.544,2351261
00008,0836,VENLAFAXINE HYDROCHLORIDE,150,,,41588341.284,7465284
00002,3240,DULOXETINE HYDROCHLORIDE,30,,,24458753.91,1586724
68382,0098,PAROXETINE,20,,,754362.66,2561459
00093,0832,CLONAZEPAM,0.5,CIV,,83315529.344,4151142
00378,0257,HALOPERIDOL,1,,,3556424.298,1776553
00172,2907,FUROSEMIDE,40,,,9913688.92,1842193
50111,0433,TRAZODONE HYDROCHLORIDE,50,,,49284443.328,6322263
00487,9501,ALBUTEROL SULFATE,2.5,,,193090827.408,2871265
50383,0741,ALBUTEROL SULFATE,5,,,3980261.968,760408
63323,0127,DACARBAZINE,10,,,3709.2799999999997,670
61958,0101,CIDOFOVIR,75,,,1293.551,269
00023,8335,TAZAROTENE,0.5,,,349881.942,887344
63323,0540,HEPARIN SODIUM,1000,,,87158.647,6295
63323,0540,HEPARIN SODIUM,1000,,,87158.647,6295
63304,0628,GABAPENTIN,300,,,5171089,2115701
50458,0335,RISPERIDONE,3,,,616338.422,1594836
49348,0090,PSYLLIUM HUSK,3.4,,,1812522,4791
00378,4005,ALPRAZOLAM,1,CIV,,29568670,3447182
24208,0444,CIPROFLOXACIN HYDROCHLORIDE,3,,,6762.448,1258
00456,0462,"THYROID, PORCINE",180,,,58105,1490
00004,1101,CAPECITABINE,500,,,2986675.064,1555308
37205,0350,IBUPROFEN,200,,,305644,4296
00186,0032,CANDESARTAN CILEXETIL,32,,,777217,2622701
00378,0081,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,25; 15,,,148705,3142
00093,0733,METOPROLOL TARTRATE,50,,,1421152,27548
00832,1025,BACLOFEN,20,,,9890790.11,98698
00071,0007,PHENYTOIN,50,,,16170031.674,449099
00071,0513,GABAPENTIN,600,,,875034,7143
00185,0211,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,20; 12.5,,,485735,11433
60505,2519,CITALOPRAM HYDROBROMIDE,20,,,6702082.004,1402661
11980,0228,FLUOROMETHOLONE,2.5,,,5860,845
00168,0333,FLUTICASONE PROPIONATE,0.05,,,1129036.52,3742979
00469,5202,TACROLIMUS,1,,,4597330,3483874
00046,1104,"ESTROGENS, CONJUGATED",1.25,,,7202309.74,3451545
00378,0040,CLORAZEPATE DIPOTASSIUM,7.5,CIV,,2828168.06,1482526
00378,2077,LISINOPRIL,30,,,331032,689461
60505,0014,DILTIAZEM HYDROCHLORIDE,120,,,394145.05,711454
00781,5325,BROMOCRIPTINE MESYLATE,2.5,,,1026277,1296611
00074,4552,LEVOTHYROXINE SODIUM,50,,,4103792.34,1405133
60505,0141,GLIPIZIDE,5,,,1818525,135848
00228,2801,PILOCARPINE HYDROCHLORIDE,5,,,245402,2497
00245,0242,POTASSIUM CHLORIDE,600,,,344767,5175
49884,0545,RANITIDINE,300,,,6464962.26,2500965
00378,0086,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,50; 25,,,174202,3888
00378,1901,MIDODRINE HYDROCHLORIDE,2.5,,,193912,2620
60432,0455,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,5; 1.5,CII,YES,6689167.14,497279
00006,3800,RIZATRIPTAN BENZOATE,5,,,131367.236,2714234
00074,7068,LEVOTHYROXINE SODIUM,125,,,2572930.968,2397546
00603,4975,OXYBUTYNIN CHLORIDE,5,,,3320810.402,2047952
00904,5728,LORATADINE,10,,,2310903,2134003
00054,4595,MEPERIDINE HYDROCHLORIDE,50,CII,,172474,3500
00378,6009,FLUPHENAZINE HYDROCHLORIDE,2.5,,,358481,6584
60432,0560,TRIAMCINOLONE ACETONIDE,0.25,,,347990,1965232
00143,1176,CARISOPRODOL,350,CIV,,3685968,1990541
00310,0279,QUETIAPINE FUMARATE,400,,,14562669.102,2942886
60505,2656,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,37.5; 25,,,764392,404351
00168,0309,DESONIDE,0.5,,,396649.134,127913
00904,5059,WITCH HAZEL,500,,,22512,220
00143,1480,PROPYLTHIOURACIL,50,,,3983185.8,1331549
00067,3998,TERBINAFINE HYDROCHLORIDE,10,,,1484978.54,2036550
60505,0224,SOTALOL HYDROCHLORIDE,160,,,3560,58
00527,1170,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,2.5; .025,CV,,330359,927278
60432,0245,ACETAMINOPHEN AND CODEINE PHOSPHATE,120; 12,CV,YES,21435922.202,740545
00168,0216,ERYTHROMYCIN,20,,,1200175.6,2644280
00378,3515,MIRTAZAPINE,15,,,2089150,728535
51248,0151,SOLIFENACIN SUCCINATE,10,,,1702412,1854344
00187,0902,METHYLTESTOSTERONE,10,CIII,,23337,442
63481,0623,OXYCODONE HYDROCHLORIDE AND ACETAMINOPHEN,5; 325,CII,YES,602585,1986097
00168,0332,FLUTICASONE PROPIONATE,0.5,,,2984913.75,2389817
00527,1325,DIGOXIN,250,,,2589477,638345
53014,0580,METHYLPHENIDATE HYDROCHLORIDE,20,CII,,9247455.32,1868443
45802,0376,BETAMETHASONE DIPROPIONATE,0.5,,,687049.234,16431
62037,0571,METFORMIN HYDROCHLORIDE,500,,,1821450,163323
00143,1268,LISINOPRIL,20,,,236164.1,567350
00378,0407,FLUVOXAMINE MALEATE,25,,,189841,3403
60432,0162,FLUOXETINE HYDROCHLORIDE,20,,,2291197.5,1097048
00037,0442,FELBAMATE,600,,,8175817.322,79314
68180,0478,SIMVASTATIN,10,,,139144,3999
60793,0115,LIOTHYRONINE SODIUM,5,,,726066,1972368
63304,0561,ACETAMINOPHEN AND CODEINE PHOSPHATE,60; 300,CIII,YES,2226793,967381
00703,4502,METOCLOPRAMIDE,5,,,66257.8,162549
00703,4502,METOCLOPRAMIDE,5,,,66257.8,162549
00703,4502,METOCLOPRAMIDE,5,,,66257.8,162549
00009,7529,IRINOTECAN HYDROCHLORIDE,20,,,245575.12,1525167
50383,0810,ACYCLOVIR,200,,,5604519.396,431595
00093,7201,PRAVASTATIN SODIUM,20,,,1499965,43675
66685,1011,AMOXICILLIN AND CLAVULANATE POTASSIUM,200; 28.5,,,11156046.844,3802929
00555,9014,LEVONORGESTREL AND ETHINYL ESTRADIOL,NA,,,2333030.636,2755465
00904,1983,ACETAMINOPHEN,500,,,10989919,122770
57664,0503,TIZANIDINE,4,,,7227101.528,430090
24208,0353,LOTEPREDNOL ETABONATE,2,,,233951,2875127
63323,0469,HALOPERIDOL DECANOATE,50,,,13010,5835
00310,0283,QUETIAPINE FUMARATE,300,,,550387,72869
24385,0471,LORATADINE,10,,,5790191,3419396
00224,1801,PSYLLIUM HUSK,6,,,1021622,2285
55111,0148,FLUOXETINE,20,,,953070.0700000001,1960228
45802,0263,CLINDAMYCIN PHOSPHATE,10,,,2332921,97372
53489,0608,LOVASTATIN,20,,,464325,1474345
00093,0026,ENALAPRIL MALEATE,2.5,,,1044505,464691
50383,0823,SULFAMETHOXAZOLE AND TRIMETHOPRIM,200; 40,,,53824486.238,439263
00078,0430,DEXMETHYLPHENIDATE HYDROCHLORIDE,5,CII,,6991015,1636308
63868,0380,"SODIUM PHOSPHATE, DIBASIC AND SODIUM PHOSPHATE, MONOBASIC, UNSPECIFIED FORM",7; 19,,,731741.5,818
00168,0323,METRONIDAZOLE,7.5,,,957446.34,380728
00603,3741,FUROSEMIDE,80,,,1489888,990545
67402,0021,BENZOYL PEROXIDE,NA,,,13845,309
00781,5224,CARVEDILOL,25,,,49455,869
63304,0792,SIMVASTATIN,40,,,2979151.818,814951
62037,0698,DILTIAZEM HYDROCHLORIDE,240,,,365450,10631
00009,7663,EXEMESTANE,25,,,704634,1922674
60793,0856,LEVOTHYROXINE SODIUM,125,,,51643,1484
00264,1800,SODIUM CHLORIDE,9,,,28390170.122,1912798
60505,0266,BENAZEPRIL HYDROCHLORIDE,10,,,29437,829
59762,1540,AMLODIPINE BESYLATE,10,,,9951506.84,2412128
00781,5754,METHYLPHENIDATE HYDROCHLORIDE,20,CII,,697082,13642
00378,5105,PROCHLORPERAZINE MALEATE,5,,,422848,652519
00075,0626,ENOXAPARIN SODIUM,300,,,33437.112,8977
00075,0626,ENOXAPARIN SODIUM,300,,,33437.112,8977
00378,3633,CARVEDILOL,12.5,,,445879,7221
00781,1407,HYDROXYCHLOROQUINE SULFATE,200,,,4690478,441134
00781,1407,HYDROXYCHLOROQUINE SULFATE,200,,,4690478,441134
00378,0574,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,4; 25,,,1116954.222,14614
00074,3290,TRANDOLAPRIL AND VERAPAMIL HYDROCHLORIDE,4; 240,,,1448446,839778
00378,1132,NADOLOL,80,,,556528,12686
00002,4117,OLANZAPINE,10,,,27136216.354,1475874
68382,0023,ATENOLOL,50,,,2153099,1833617
00378,1458,ESTRADIOL,2,,,731191,21290
68180,0479,SIMVASTATIN,20,,,824664,1644815
00781,7054,ERYTHROMYCIN AND BENZOYL PEROXIDE,NA,,,2946303.892,2028129
59762,4940,SERTRALINE HYDROCHLORIDE,20,,,693595.54,127966
00143,1172,CAPTOPRIL,25,,,3118079.947,685026
00781,1874,AMOXICILLIN AND CLAVULANATE POTASSIUM,250; 125,,,388017,1855812
00430,0145,NORETHINDRONE ACETATE/ETHINYL ESTRADIOL,.5; 2.5,,,66906,2128
50242,0134,TRASTUZUMAB,NA,,,20636671.743,600596
00555,0589,DIDANOSINE,250,,,1381672,46105
00299,5765,DESONIDE,0.5,,,11588,99
55111,0199,SIMVASTATIN,20,,,6682724,2730553
00781,5180,LEVOTHYROXINE SODIUM,25,,,698942.59,1280523
00409,1590,WATER,1,,,366480.517,435
55513,0025,DARBEPOETIN ALFA,100,,,9464.66,9297
64764,0301,PIOGLITAZONE,30,,,21782166.44,2651297
00378,1811,LEVOTHYROXINE SODIUM,112,,,3688895.006,1367594
53489,0156,ALLOPURINOL,100,,,621402.208,13040
00574,0858,COLISTIMETHATE SODIUM,150,,,51652.378,1415
00472,1030,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,5; 1.5,CII,YES,7125695.078,39236
51672,4012,CLOMIPRAMINE HYDROCHLORIDE,50,,,2430112,2330867
00093,0892,ETODOLAC,400,,,1173328.6,762509
00049,3970,ZIPRASIDONE HYDROCHLORIDE,40,,,17403298.582,864055
00093,0834,CLONAZEPAM,2,CIV,,23892247.53,1336999
53489,0215,CLONIDINE HYDROCHLORIDE,0.1,,,4416647.62,1304211
00078,0486,ALISKIREN HEMIFUMARATE,300,,,245483,7754
62584,0994,WARFARIN SODIUM,5,,,92037,3066
00597,0041,TELMISARTAN,80,,,2957671,1545865
00006,0575,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,50; 500,,,614516,1790055
00168,0382,SULFACETAMIDE SODIUM,100,,,379914.63,1183154
00228,2551,DICLOFENAC SODIUM,75,,,619869,11345
00185,0017,FLUVOXAMINE MALEATE,25,,,182483,3476
00378,9104,NITROGLYCERIN,0.2,,,1346184,1384019
68382,0053,WARFARIN SODIUM,2,,,160004,184551
00168,0163,CLOBETASOL PROPIONATE,0.5,,,1774512.5,3833079
00069,3110,AZITHROMYCIN DIHYDRATE,100,,,1351020.5,1471506
00172,5032,LISINOPRIL AND HYDROCHLOROTHIAZIDE,20; 25,,,1542083,85437
63044,0404,AMMONIUM LACTATE,17,,,441698,2931
00046,1102,"ESTROGENS, CONJUGATED",0.625,,,11647533,2953395
00777,3105,FLUOXETINE HYDROCHLORIDE,20,,,688028,10598
64764,0451,PIOGLITAZONE,45,,,18937071.302,2878134
50580,0895,KETOCONAZOLE,10,,,245958,3361610
00378,0080,INDAPAMIDE,2.5,,,697418,419053
00121,0759,PREDNISOLONE SODIUM PHOSPHATE,15,,,7857561.172,729466
51672,1318,CICLOPIROX OLAMINE,7.7,,,457429,7491
51672,1271,DESOXIMETASONE,0.5,,,1973926.066,2225185
00536,4306,CALCIUM POLYCARBOPHIL,625,,,10211075.72,1691878
50111,0459,THEOPHYLLINE,300,,,5214331,2881151
00378,1165,BUSPIRONE HYDROCHLORIDE,15,,,14867490.468,3177819
55111,0252,CARVEDILOL,3.125,,,222890,3909
00093,0293,CARBIDOPA AND LEVODOPA,25; 100,,,5565053,1478150
00574,7050,BISACODYL,10,,,345767.2,22019
00517,3900,CALCIUM GLUCONATE,98,,,3269579.8449999997,20065
00378,1454,ESTRADIOL,1,,,1214382,1335621
55111,0403,ZONISAMIDE,50,,,1652,26
60505,3438,SELEGILINE HYDROCHLORIDE,5,,,110304,1955
45802,0056,GENTAMICIN SULFATE,1,,,202746,6765
00093,3147,CEPHALEXIN,500,,,34423595.098,3834830
00555,0835,WARFARIN SODIUM,10,,,1816212.04,1201174
51079,0418,TEMAZEPAM,15,CIV,,112320,564966
60505,0015,DILTIAZEM HYDROCHLORIDE,180,,,822132,61473
64679,0905,CAPTOPRIL,100,,,58690.918,880
00002,4456,OLANZAPINE,20,,,2101322.12,1440319
00781,2202,TEMAZEPAM,30,CIV,,4242302,154134
00456,4040,CITALOPRAM HYDROBROMIDE,40,,,96058,2513
61314,0656,CIPROFLOXACIN HYDROCHLORIDE,3,,,750055.382,2485381
51672,1259,CLOBETASOL PROPIONATE,0.5,,,2691867.128,1368203
