Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
00002,1975,TESTOSTERONE,30,CIII,,857182.9,8607
00002,3227,ATOMOXETINE HYDROCHLORIDE,10,,,4958341.058,134853
00002,3228,ATOMOXETINE HYDROCHLORIDE,25,,,13523447.8,386154
00002,3229,ATOMOXETINE HYDROCHLORIDE,40,,,17078305.432,531496
00002,3230,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,3; 25,,,42700.88,1421
00002,3235,DULOXETINE HYDROCHLORIDE,20,,,7082220.316,165317
00002,3238,ATOMOXETINE HYDROCHLORIDE,18,,,6295099.096,185030
00002,3239,ATOMOXETINE HYDROCHLORIDE,60,,,10526708.644,345812
00002,3240,DULOXETINE HYDROCHLORIDE,30,,,44772581.169,1138129
00002,4117,OLANZAPINE,10,,,4833618.68,120373
00002,3250,ATOMOXETINE HYDROCHLORIDE,80,,,6930605.402,232715
00002,3251,ATOMOXETINE HYDROCHLORIDE,100,,,2237986.772,74865
00002,3270,DULOXETINE HYDROCHLORIDE,60,,,91607131.874,2545084
00002,4112,OLANZAPINE,2.5,,,929427.83,24202
00002,4115,OLANZAPINE,5,,,3054881.37,76879
00002,4116,OLANZAPINE,7.5,,,435939,12288
00002,4165,RALOXIFENE HYDROCHLORIDE,60,,,5227893.1,171910
00002,4415,OLANZAPINE,15,,,2793600.52,69956
00002,4462,TADALAFIL,5,,,45816,2011
00002,5121,PRASUGREL HYDROCHLORIDE,5,,,135628,4438
00002,5123,PRASUGREL HYDROCHLORIDE,10,,,3490648.384,112946
00002,7502,GEMCITABINE HYDROCHLORIDE,1,,,12329.572,8669
00002,7510,INSULIN LISPRO,100,,,20917623.708,1195144
00002,7511,INSULIN LISPRO,100,,,2630964.482,120123
00002,7512,INSULIN LISPRO,100,,,332269.851,11631
00002,7516,INSULIN LISPRO,100,,,868761.62,50871
00002,7597,OLANZAPINE,10,,,5063,1660
00002,7623,PEMETREXED DISODIUM,500,,,27121.7,16139
00002,7635,OLANZAPINE PAMOATE,NA,,,516.022,332
00002,7640,PEMETREXED DISODIUM,100,,,73027.45,8635
00002,8031,GLUCAGON,NA,,,339831.002,221372
00002,8148,SOMATROPIN,NA,,,18669.5,5081
00002,8149,SOMATROPIN,NA,,,7424,2753
00002,8215,INSULIN HUMAN,100,,,3783081.66,298428
00002,8315,INSULIN HUMAN,100,,,4823770.65,289444
00002,8400,TERIPARATIDE,250,,,49947.22,20438
00002,8501,INSULIN HUMAN,500,,,1277925.28,53401
