Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
00002,1975,TESTOSTERONE,30,CIII,,1313146,13321
00002,3227,ATOMOXETINE HYDROCHLORIDE,10,,,4965492.798,135491
00002,3228,ATOMOXETINE HYDROCHLORIDE,25,,,13689444.486,393676
00002,3229,ATOMOXETINE HYDROCHLORIDE,40,,,17467184.096,545602
00002,3235,DULOXETINE HYDROCHLORIDE,20,,,2174829.668,52233
00002,3238,ATOMOXETINE HYDROCHLORIDE,18,,,6454753.366,189803
00002,3239,ATOMOXETINE HYDROCHLORIDE,60,,,10657825.534,351606
00002,3240,DULOXETINE HYDROCHLORIDE,30,,,12731743.5,337203
00002,3250,ATOMOXETINE HYDROCHLORIDE,80,,,7436586.254,250555
00002,3251,ATOMOXETINE HYDROCHLORIDE,100,,,2515270.998,84514
00002,3270,DULOXETINE HYDROCHLORIDE,60,,,26134026.668,731821
00002,4112,OLANZAPINE,2.5,,,1030008.544,26735
00002,4116,OLANZAPINE,7.5,,,472489,13356
00002,4165,RALOXIFENE HYDROCHLORIDE,60,,,1704841.12,55871
00002,4415,OLANZAPINE,15,,,3083507,78052
00002,4462,TADALAFIL,5,,,131406,6345
00002,5123,PRASUGREL HYDROCHLORIDE,10,,,4420962.226,143065
00002,7140,ABCIXIMAB,2,,,1810.601,245
00002,7502,GEMCITABINE HYDROCHLORIDE,1,,,9164.455,5658
00002,7510,INSULIN LISPRO,100,,,26263577.391,1538368
00002,7511,INSULIN LISPRO,100,,,2838133.482,134198
00002,7512,INSULIN LISPRO,100,,,322336.68,11629
00002,7516,INSULIN LISPRO,100,,,1132699.831,66131
00002,7623,PEMETREXED DISODIUM,500,,,33358.953,18362
00002,8031,GLUCAGON,NA,,,371188.832,245553
00002,8148,SOMATROPIN,NA,,,17049,5085
00002,8215,INSULIN HUMAN,100,,,4413734.775,355328
00002,8315,INSULIN HUMAN,100,,,5780265.242,345251
00002,8400,TERIPARATIDE,250,,,51947.288,21176
00002,8501,INSULIN HUMAN,500,,,1586863.6,67910
00002,8715,INSULIN HUMAN,100,,,7119555.496,351595
00002,8797,INSULIN LISPRO,100,,,2857510.56,136287
00002,8798,INSULIN LISPRO,100,,,375945.4,15601
00002,8799,INSULIN LISPRO,100,,,14985573.482,843428
00002,8803,INSULIN HUMAN,100,,,775027.22,37033
00002,8805,INSULIN HUMAN,100,,,489558.91,27693
00003,0293,TRIAMCINOLONE ACETONIDE,40,,,1039902.262,727039
00003,0494,TRIAMCINOLONE ACETONIDE,10,,,551126.044,190729
