Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
66685,1012,AMOXICILLIN AND CLAVULANATE POTASSIUM,400; 57,,,38560226.186,11462371
00904,7914,IBUPROFEN,200,,,672200,10537
00007,4892,ROPINIROLE,1,,,6367726.976,3253726
50458,0302,RISPERIDONE,0.5,,,62477964.982,10289269
57664,0506,METOPROLOL TARTRATE,25,,,15304704.52,5012950
57664,0506,METOPROLOL TARTRATE,25,,,15304704.52,5012950
62037,0699,DILTIAZEM HYDROCHLORIDE,300,,,229757,2146873
00904,7912,IBUPROFEN,200,,,201150,2919
00378,0162,CHLOROTHIAZIDE,500,,,84377.778,382284
00904,2728,SULFACCETAMIDE SODIUM,100,,,33714,942260
00065,0246,BETAXOLOL HYDROCHLORIDE,2.8,,,236158.17,3645698
00781,1446,FUROSEMIDE,80,,,6905518.68,2800963
00591,5325,PROBENECID AND COLCHICINE,500; .5,,,333011,806715
58914,0501,MESALAMINE,1000,,,350422,1771207
45802,0129,HALOBETASOL PROPIONATE,0.5,,,377980,1267703
00172,4365,LABETALOL HYDROCHLORIDE,200,,,5786475.048,3327510
00703,4402,VINCRISTINE SULFATE,1,,,5229.58,2671
00904,1985,ACETAMINOPHEN,160,,,20241441.919999998,2272350
00378,2537,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,25; 37.5,,,6004486.6,1805478
24208,0790,"NEOMYCIN SULFATE, POLYMYXIN B SULFATE AND GRAMICIDIN",1.75; 10000; .025,,,768086.87,1077116
00002,3232,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,12; 25,,,444259,2653334
00008,0837,VENLAFAXINE HYDROCHLORIDE,37.5,,,9308665.88,5604654
00781,1046,PERPHENAZINE,2,,,429783,1026791
00378,0860,CLOZAPINE,100,,,9539286,2238797
00049,3430,FLUCONAZOLE,200,,,13711,1840703
00007,4894,ROPINIROLE,5,,,145793,1141845
63824,0056,GUAIFENESIN AND DEXTROMETHORPHAN HYDROBROMIDE,600; 30,,,1220771,954724
00904,5186,IBUPROFEN,600,,,957666.085,3359921
45802,0118,MOMETASONE FUROATE,1,,,1164999.372,3061097
53489,0215,CLONIDINE HYDROCHLORIDE,0.1,,,1680668.496,3431278
00093,0050,ACETAMINOPHEN AND CODEINE PHOSPHATE,300; 15,CIII,YES,669492,1662170
50383,0740,ALBUTEROL SULFATE,2,,,48198073.548,3129151
00406,0358,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,7.5; 500,CII,YES,50741398.654,1761660
00143,1025,AMINOPHYLLINE DIHYDRATE,200,,,54629,552
00378,0434,METOPROLOL TARTRATE AND HYDROCHLOROTHIAZIDE,100; 25,,,156754,4192
49884,0733,TETRACYCLINE HYDROCHLORIDE,500,,,9106606,2018990
00555,9012,NORETHINDRONE AND ETHINYL ESTRADIOL,NA,,,2897478,2938182
00641,0477,PHENOBARBITAL SODIUM,130,CIV,,5086.506,320393
59676,0304,ERYTHROPOIETIN,4000,,,47939.15,2389551
00378,4430,FLURAZEPAM HYDROCHLORIDE,30,CIV,,2281725,2052831
00603,0535,HYDROCORTISONE,10,,,556208.966,795231
00054,2531,LITHIUM CARBONATE,600,,,893417,498013
59762,5028,GABAPENTIN,400,,,9758493,98806
51079,0301,CLONIDINE HYDROCHLORIDE,0.3,,,232696.5,103919
37205,0370,LOPERAMIDE HCL,2,,,55966,4081889
50242,0064,ERLOTINIB HYDROCHLORIDE,150,,,355023,1792045
51672,2013,HYDROCORTISONE,1,,,583308.912,2134987
51248,0151,SOLIFENACIN SUCCINATE,10,,,820236,2586107
00173,0642,LAMOTRIGINE,100,,,55985093.942,3047095
00009,3375,CLINDAMYCIN PHOSPHATE,12,,,380646,1360741
61703,0309,VINCRISTINE SULFATE,1,,,3911.15,1922
61703,0309,VINCRISTINE SULFATE,1,,,3911.15,1922
66490,0690,PRIMIDONE,50,,,833107,1026150
00378,2064,ATENOLOL AND CHLORTHALIDONE,100; 25,,,1002194,1530529
00555,0344,NORETHINDRONE,0.35,,,7994964.22,2191621
00378,1803,LEVOTHYROXINE SODIUM,50,,,12874395.08,3198441
52544,0931,IRON DEXTRAN,50,,,75228.2,348990
00338,0048,SODIUM CHLORIDE,900,,,223150402.236,904891
63323,0187,SODIUM CHLORIDE,234,,,472252.92,3822849
00591,5786,NORTRIPTYLINE HYDROCHLORIDE,10,,,4144112.008,1811975
00006,0462,APREPITANT,125,,,652,770147
00603,5337,PREDNISONE,5,,,2956306.6,496737
51672,1270,DESOXIMETASONE,2.5,,,5111387.974,2122922
00168,0078,GENTAMICIN SULFATE,1,,,345428,2996851
49348,0044,DIPHENHYDRAMINE HYDROCHLORIDE,25,,,384853.272,1766689
00172,3760,LISINOPRIL,20,,,10067306.32,7642264
00591,0348,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,75; 50,,,845391,2846453
00172,4357,RANITIDINE,150,,,7715682.4,4280188
00065,0275,BRINZOLAMIDE,10,,,386757.2,2764793
16837,0872,FAMOTIDINE,10,,,313889,565854
00071,0157,ATORVASTATIN CALCIUM,40,,,34819785.106,4375411
60758,0866,BRIMONIDINE TARTRATE,2,,,31521,3203815
00409,5779,"SODIUM CHLORIDE, CALCIUM CHLORIDE, POTASSIUM CHLORIDE, MAGNESIUM CHLORIDE, AND SODIUM ACETATE ANHYDROUS",321; 331; 1491; 508; 2420,,,17796.558,119
00071,1017,PREGABALIN,200,,,862450,31767
51672,1259,CLOBETASOL PROPIONATE,0.5,,,3002033.836,4274623
00406,8315,MORPHINE SULFATE,15,CII,YES,3150141,1756155
00168,0293,CLOBETASOL PROPIONATE,0.5,,,128430,2622317
00143,3370,FLURAZEPAM HYDROCHLORIDE,30,CIV,,1551770,668338
00024,5501,ZOLPIDEM TARTRATE,6.25,CIV,,2166349.766,965468
57664,0500,MIRTAZAPINE,30,,,2002237,6225127
00378,4001,ALPRAZOLAM,0.25,CIV,,13801687.52,2032768
51672,1272,NYSTATIN AND TRIAMCINOLONE ACETONIDE,100000; 1,,,1415627,6422867
00378,0541,CIMETIDINE,800,,,343798,446898
58406,0425,ETANERCEPT,NA,,,403150.83,2452711
00025,1720,EPLERENONE,50,,,158127,1863913
51672,1294,CLOBETASOL PROPIONATE,0.5,,,76119,3381494
00006,0960,LOSARTAN POTASSIUM,100,,,11722521,3718554
00054,4184,DEXAMETHASONE,4,,,3972756.454,1120545
00006,0573,INDINAVIR SULFATE,400,,,3090631,1380004
00186,0016,CANDESARTAN CILEXETIL,16,,,1218524.9,2294434
00472,1202,ACETAMINOPHEN,325,,,1365,1600113
00904,2725,SULFAMETHOXAZOLE AND TRIMETHOPRIM,800; 160,,,680983.5,6132603
63868,0352,ASPIRIN,325,,,78338,2251
50383,0720,CHLORHEXIDINE GLUCONATE,1.2,,,9809545.616,877744
51672,4034,WARFARIN SODIUM,7.5,,,876448.48,272248
00093,5124,BENAZEPRIL HYDROCHLORIDE,5,,,386718,1929991
51672,4083,HYDROCORTISONE BUTYRATE,1,,,186864,2904404
51079,0868,INDAPAMIDE,2.5,,,1289,41
68180,0402,CEFPROZIL,250,,,9272392,4488888
54092,0189,MESALAMINE,250,,,8420192.84,168639
00378,1105,GLIPIZIDE,5,,,8275938.66,1552472
00603,4998,OXYCODONE HYDROCHLORIDE AND ACETAMINOPHEN,5; 325,CII,YES,6813465.32,2139924
50111,0647,FLUOXETINE,10,,,3151736.6,4741206
00009,4544,TOLTERODINE TARTRATE,2,,,2461063.998,2944197
00185,0152,LISINOPRIL AND HYDROCHLOROTHIAZIDE,20; 12.5,,,1235587,1369522
66582,0312,EZETIMIBE AND SIMVASTATIN,10; 20,,,17250305.002,2428558
00591,3219,"BUTALBITAL, ASPIRIN, AND CAFFEINE",50; 325; 40,CIII,,878983,176865
24385,0597,NICOTINE POLACRILEX,2,,,750,11
00069,4190,SILDENAFIL CITRATE,20,,,1242541.178,1632942
37205,0119,SIMETHICONE,20,,,71860,1441897
00093,2203,METOCLOPRAMIDE,10,,,16832820.8,2875256
00185,0146,NABUMENTONE,750,,,5512858,2795418
00054,8299,FUROSEMIDE,40,,,386422,2970458
00536,4301,BISMUTH SUBSALICYLATE,262,,,27599,1040437
53489,0120,DOXYCYCLINE HYCLATE,100,,,1044411,3940393
00310,0705,BICALUTAMIDE,50,,,783877,3743245
00591,2886,VERAPAMIL HYDROCHLORIDE,360,,,258794,2548019
24208,0615,ACETIC ACID,2,,,298232.4,664911
57664,0437,DIGOXIN,125,,,1111108,614760
00093,0264,FLUOCINONIDE,0.5,,,1954676.42,4834197
00002,3234,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,12; 50,,,359458,2741155
00093,0350,ACETAMINOPHEN AND CODEINE PHOSPHATE,300; 60,CIII,YES,7031602.2,1536669
00049,2780,DOXAZOSIN MESYLATE,8,,,8400,150192
51079,0285,DIAZEPAM,5,CIV,,268597.7,546834
00536,4533,SIMETHICONE,80,,,2370977,26762
00574,0115,FLAVOXATE HYDROCHLORIDE,100,,,181721,2562778
58914,0785,URSODIOL,250,,,1605175.026,1556934
59630,0400,MEFENAMIC ACID,250,,,517529,1774380
00591,5319,PROMETHAZINE HYDROCHLORIDE,50,,,769216.8,655061
00904,7704,ASPIRIN,81,,,29248423.2,4353741
00173,0478,SUMATRIPTAN SUCCINATE,6,,,75142.206,1129890
00002,4117,OLANZAPINE,10,,,33250969.402,6104466
00049,4910,SERTRALINE HYDROCHLORIDE,100,,,101045301.128,14793717
00409,7984,SODIUM CHLORIDE,900,,,7641286.266,1669182
00409,7984,SODIUM CHLORIDE,900,,,7641286.266,1669182
00378,1452,ESTRADIOL,0.5,,,418319,492116
00087,6633,DIDANOSINE,10,,,1601018.84,3554
00591,3194,NIFEDIPINE,60,,,1031655,4145157
60505,0041,ETODOLAC,400,,,621563,811465
10147,1700,ITRACONAZOLE,100,,,204994.712,1823556
00378,0030,CLORAZEPATE DIPOTASSIUM,3.75,CIV,,2667290,2742644
00574,0611,PODOFILOX,5,,,11609.76,2323209
63304,0629,GABAPENTIN,400,,,540642,85275
00603,5449,PROPAFENONE HYDROCHLORIDE,225,,,11884,210143
53489,0329,SPIRONOLACTONE,100,,,1219248.056,2124635
00173,0565,VALACYCLOVIR HYDROCHLORIDE,1,,,5330008.21,5736949
00378,0574,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,4; 25,,,1396713.5,658236
00093,4160,AMOXICILLIN,200,,,26269540.492,5351906
49348,0042,ACETAMINOPHEN,500,,,2752272.2600000002,6245632
50580,0604,IBUPROFEN,100,,,153143,1046
68462,0126,GABAPENTIN,600,,,541650,765457
00009,0066,ALPRAZOLAM,2,CIV,,637555,554658
53489,0145,SULFAMETHOXAZOLE AND TRIMETHOPRIM,400; 80,,,2279386.4,1688808
00009,0271,ESTRADIOL CYPIONATE,5,,,33885.4,309226
00002,3231,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,6; 25,,,1152039,1955077
63323,0284,VANCOMYCIN HYDROCHLORIDE,1,,,308550.93200000003,1239757
63323,0284,VANCOMYCIN HYDROCHLORIDE,1,,,308550.93200000003,1239757
63323,0284,VANCOMYCIN HYDROCHLORIDE,1,,,308550.93200000003,1239757
00603,2215,AMITRIPTYLINE HYDROCHLORIDE,75,,,1850993,589063
00143,3367,FLURAZEPAM HYDROCHLORIDE,15,CIV,,657538,1099477
51672,3008,LIDOCAINE,50,,,41073.582,60746
00002,4456,OLANZAPINE,20,,,2192657,4562512
50458,0330,RISPERIDONE,3,,,39824029.388,8131118
50111,0433,TRAZODONE HYDROCHLORIDE,50,,,48734237.198,8532935
00087,6671,DIDANOSINE,125,,,134743,904167
00054,0057,DIGOXIN,0.05,,,5466075.964,1516439
53489,0331,IMIPRAMINE HYDROCHLORIDE,25,,,2307318,2982479
37205,0445,PSEUDOEPHEDRINE HCL,30,,,304805,3546356
00002,7597,OLANZAPINE,10,,,23105.75,2885512
45802,0098,MESALAMINE,4,,,3474811,2702688
00574,7234,PROMETHAZINE HYDROCHLORIDE,25,,,993038.92,3985277
00555,0323,HYDROXYZINE PAMOATE,25,,,9267551.976,4370794
61314,0643,TOBRAMYCIN,3,,,746821.02,2585357
59148,0006,ARIPIPRAZOLE,2,,,778171,1201648
50111,0328,HYDRALAZINE HYDROCHLORIDE,50,,,7117692.854,2695691
00002,8147,SOMATROPIN,NA,,,14274,1484397
57664,0499,MIRTAZAPINE,15,,,2918357.8,6404860
61748,0012,PYRAZINAMIDE,500,,,171879.164,1362669
00591,5556,PROPRANOLOL HYDROCHLORIDE,40,,,2866320,4741209
00713,0526,PROMETHAZINE HYDROCHLORIDE,25,,,2074612,2415703
00781,1975,DESIPRAMINE HYDROCHLORIDE,100,,,228862,1464801
