Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
62037,0598,DILTIAZEM HYDROCHLORIDE,180,,,12742208.014,342088
00603,0857,GUAIFENESIN,100,,,1746530,8743
00603,5166,PHENOBARBITAL,32.4,CIV,,24797259.654,287624
00168,0080,HYDROCORTISONE,25,,,16304255.609,412958
00378,0208,FUROSEMIDE,20,,,120221553.156,3083546
51079,0541,PROCHLORPERAZINE MALEATE,5,,,82159,2925
00075,0016,DESMOPRESSIN ACETATE,0.1,,,3290958.06,68977
51672,1280,DESONIDE,0.5,,,5630024.876,128164
51672,1271,DESOXIMETASONE,0.5,,,1196954,25165
00378,2625,AMITRIPTYLINE HYDROCHLORIDE,25,,,35326828.2,787073
00228,3005,CLONAZEPAM,2,CIV,,13104614.544,203856
50111,0471,PROPRANOLOL HYDROCHLORIDE,80,,,3293326.444,44850
57664,0474,METFORMIN HYDROCHLORIDE,1000,,,307335,4975
51079,0418,TEMAZEPAM,15,CIV,,142560,6737
00603,2217,AMITRIPTYLINE HYDROCHLORIDE,150,,,985384,28594
51672,4047,CARBAMAZEPINE,100,,,103946847.8,168377
00378,0757,ATENOLOL,100,,,13103015.612,346400
00069,3140,AZITHROMYCIN DIHYDRATE,200,,,23861340.062,743775
49348,0062,SENNOSIDES,8.6,,,2060692,27214
00025,0166,NAFARELIN ACETATE,2,,,5213,415
51079,0072,FUROSEMIDE,20,,,4020071.98,115675
00093,0833,CLONAZEPAM,1,CIV,,82993602.286,1254589
00025,1411,DICLOFENAC SODIUM AND MISOPROSTOL,50; 200,,,11898867.66,193378
00009,0260,COLESTIPOL HYDROCHLORIDE,5,,,1523551,8312
51672,2002,CLOTRIMAZOLE,1,,,914771,25748
00603,2212,AMITRIPTYLINE HYDROCHLORIDE,10,,,7884278.6,167109
63304,0696,MINOCYCLINE HYDROCHLORIDE,100,,,1641515,36672
00056,0189,WARFARIN SODIUM,6,,,3235968.26,150082
00603,3887,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,10; 325,CII,YES,11869564.12,139303
37205,0295,SIMETHICONE,125,,,3772,74
00904,5559,PRIMIDONE,50,,,359301,4236
51672,4016,ETODOLAC,200,,,15914,249
00143,1785,"BUTALBITAL, ASPIRIN AND CAFFEINE",50; 325; 40,CIII,,3261577.2,67746
00245,0036,CHOLESTYRAMINE,4,,,1405562.054,14689
50111,0482,THEOPHYLLINE,200,,,10666927,156111
00006,0207,LISINOPRIL,20,,,21406424.538,586477
00378,0183,PROPRANOLOL HYDROCHLORIDE,20,,,7049607,97653
00172,2089,HYDROCHLOROTHIAZIDE,50,,,15981100.954,459205
00904,7927,BISACODYL,5,,,3091371.4,71112
00641,0400,HEPARIN SODIUM,5000,,,1101660.136,42917
00093,1048,METFORMIN HYDROCHLORIDE,500,,,28168469.6,374838
24208,0555,BACITRACIN ZINC AND POLYMYXIN B SULFATE,500; 10000,,,193577.978,50692
00093,4150,AMOXICILLIN,125,,,93426994.6,671305
00056,0170,WARFARIN SODIUM,2,,,15616168.03,538193
00075,1506,TRIAMCINOLONE ACETONIDE,55,,,12973902.43,777978
63323,0186,SODIUM CHLORIDE,9,,,1358227.32,9520
63323,0186,SODIUM CHLORIDE,9,,,1358227.32,9520
63304,0773,LORAZEPAM,1,CIV,,9599521,179217
52544,0279,LEVONORGESTREL AND ETHINYL ESTRADIOL,NA,,,4358524.012,113518
50111,0459,THEOPHYLLINE,300,,,9620454.404,147864
00536,4306,CALCIUM POLYCARBOPHIL,625,,,7169631,106420
00007,4890,ROPINIROLE,0.25,,,4245624,43021
00245,0145,AMIODARONE HYDROCHLORIDE,400,,,44539,1318
00245,0145,AMIODARONE HYDROCHLORIDE,400,,,44539,1318
37205,0304,OXYMETAZOLINE HYDROCHLORIDE,0.05,,,8187.8,252
00185,0648,DIPHENHYDRAMINE HYDROCHLORIDE,25,,,17794721.44,372157
24208,0299,LOTEPREDNOL ETABONATE,5,,,1081135.75,134408
60505,0055,SELEGILINE HYDROCHLORIDE,5,,,534348,10526
00781,1439,FLUPHENAZINE HYDROCHLORIDE,10,,,4641257,74449
00093,0658,CALCITRIOL,0.5,,,3027550,64304
00039,0052,GLYBURIDE,5,,,1153231,12919
00003,1964,STAVUDINE,15,,,138682,2477
00046,0872,CONJUGATED ESTROGENS,0.625,,,16075756.572,365266
51079,0419,TEMAZEPAM,30,CIV,,42834,2696
00591,0718,BUSPIRONE HYDROCHLORIDE,15,,,3607328.4,55974
00378,0040,CLORAZEPATE DIPOTASSIUM,7.5,CIV,,7585635.82,118887
00007,3650,HYDROCHLOROTHIAZIDE AND TRIAMTERENE,25; 37.5,,,1258926,34359
52544,0693,DILTIAZEM HYDROCHLORIDE,300,,,934010,16023
00168,0268,BETAMETHASONE DIPROPIONATE,0.5,,,1107741.65,23668
50111,0441,TRAZODONE HYDROCHLORIDE,150,,,14948324.53,422248
59762,3742,MEDROXYPROGESTERONE ACETATE,10,,,3190633,146465
00472,0381,BETAMETHASONE DIPROPIONATE,0.5,,,1317590.49,26348
00615,1318,POTASSIUM,750,,,4143907.54,58536
00113,0647,IBUPROFEN,200,,,63444,1093
00591,5556,PROPRANOLOL HYDROCHLORIDE,40,,,4798514.06,67120
50383,0796,HYDROXYZINE HYDROCHLORIDE,10,,,21369253.87,133515
00378,0141,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,25; 25,,,4912286.524,123606
44087,1005,SOMATROPIN,NA,,,17952,2097
00085,3310,NITROGLYCERIN,40,,,2647648.6,86581
65597,0104,OLMESARTAN MEDOXOMIL,40,,,385356,12103
00713,0109,BISACODYL,10,,,2325502,167725
00085,0962,BETAMETHASONE DIPROPIONATE,0.5,,,1654720,28573
00713,0118,ACETAMINOPHEN,120,,,426578,29155
00015,0508,MEGESTROL ACETATE,40,,,67431443.45199999,218618
00378,0415,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,2.5; .025,CV,,20868033.6,422765
00378,3020,FAMOTIDINE,20,,,24550633.9,537729
00904,5125,PSEUDOEPHEDRINE HYDROCHLORIDE,60,,,632436,10121
51672,4005,CARBAMAZEPINE,200,,,78107279.038,723133
24208,0830,"NEOMYCIN SULFATE, POLYMYXIN B SULFATE AND DEXAMETHASONE",3.5; 10000; 1,,,233184,44704
51079,0161,ACETAMINOPHEN AND CODEINE PHOSPHATE,300; 30,CIII,YES,661264,22153
00054,2526,LITHIUM CARBONATE,150,,,4564792,79395
00245,0058,POTASSIUM CHLORIDE,1500,,,116219185.838,2454820
00168,0020,HYDROCORTISONE,10,,,3314107.252,69350
63323,0064,MAGNESIUM SULFATE HEPTAHYDRATE,500,,,249545.18,7121
63323,0064,MAGNESIUM SULFATE HEPTAHYDRATE,500,,,249545.18,7121
63323,0064,MAGNESIUM SULFATE HEPTAHYDRATE,500,,,249545.18,7121
63323,0064,MAGNESIUM SULFATE HEPTAHYDRATE,500,,,249545.18,7121
63323,0064,MAGNESIUM SULFATE HEPTAHYDRATE,500,,,249545.18,7121
60432,0150,HYDROXYZINE HYDROCHLORIDE,10,,,64047197.676,383738
00093,1061,SOTALOL HYDROCHLORIDE,80,,,4949905.178,88777
00378,0069,INDAPAMIDE,1.25,,,1836981.44,54885
61314,0226,TIMOLOL MALEATE,2.5,,,223340.02,26220
00781,1966,FUROSEMIDE,40,,,77044793.118,1747892
00781,1556,ISOSORBIDE DINITRATE,10,,,18519294.8,207042
00054,2531,LITHIUM CARBONATE,600,,,964764,20327
00009,0395,CLINDAMYCIN HYDROCHLORIDE,300,,,364145,12351
00003,5178,PRAVASTATIN SODIUM,20,,,57232855.86,1638205
00093,0753,ATENOLOL,100,,,1597990,44181
00006,0573,INDINAVIR SULFATE,400,,,25758129.884,166079
00472,1270,IBUPROFEN,100,,,521936961.154,2893921
00338,0013,WATER,100,,,56902704.006,29565
00338,0013,WATER,100,,,56902704.006,29565
24208,0910,ERYTHROMYCIN,5,,,784008.77,190730
51672,1274,BETAMETHASONE DIPROPIONATE,0.64,,,1790072,40663
00069,4220,SILDENAFIL CITRATE,100,,,3849245.84,756281
00378,0427,SULINDAC,150,,,785775,14095
00904,5050,CHLORPHENIRAMINE MALEATE AND PSEUDOEPHEDRINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE,1; 15; 5,,,4247269,30818
00009,0029,ALPRAZOLAM,0.25,CIV,,1461476,20645
00187,0901,METHYLTESTOSTERONE,10,CIII,,114212,2407
00591,5238,MEPROBAMATE,400,CIV,,2300245,32120
63304,0523,ENALAPRIL MALEATE,5,,,6502440.26,156095
00406,0358,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,7.5; 500,CII,YES,38635034.696,844864
00378,0215,TOLBUTAMIDE,500,,,1238782,18702
00121,0657,ACETAMINOPHEN,160,,,35522,268
00006,0031,ALENDRONATE SODIUM,70,,,14390902.598,3239933
00093,7172,ETODOLAC,500,,,1278930,25582
49348,0460,PERMETHRIN,1,,,352095.028,4353
00054,3532,LORAZEPAM,2,CIV,,1454908.5,42659
00169,1834,HUMAN INSULIN,100,,,16291117.254,1182455
63304,0536,LISINOPRIL AND HYDROCHLOROTHIAZIDE,10; 12.5,,,394646,12059
00555,0635,DANAZOL,200,,,640708,8869
00054,8120,CALCIUM CARBONATE,1250,,,1298159,16431
61314,0628,POLYMYXIN B SULFATE AND TRIMETHOPRIM,10000; 1,,,2299732,230339
00904,5553,FAMOTIDINE,20,,,1280563,30435
00904,5448,PENTOXIFYLLINE,400,,,473275,5817
00023,0042,TAZAROTENE,1,,,1227667,25189
00591,0795,DICYCLOMINE HYDROCHLORIDE,20,,,10244540,147399
00228,2550,DICLOFENAC SODIUM,50,,,429093,7330
00093,9133,AMIODARONE HYDROCHLORIDE,200,,,7245514.9,182242
59762,3328,CLINDAMYCIN HYDROCHLORIDE,150,,,10151736.448,239296
00832,1080,BENZTROPINE MESYLATE,0.5,,,4958209,95069
00310,0275,QUETIAPINE FUMARATE,25,,,165543608.694,2244850
00093,8344,GLYBURIDE,5,,,56891068.902,731421
00093,2203,METOCLOPRAMIDE,10,,,39268617,463402
45802,0046,GENTAMICIN SULFATE,1,,,666249.838,23795
50383,0618,LOPERAMIDE HYDROCHLORIDE,1,,,1177128,9621
00039,0060,FUROSEMIDE,40,,,3427287,71009
00169,0084,REPAGLINIDE,2,,,22879254.572,209220
63481,0687,LIDOCAINE,700,,,11607019.7,337561
00555,0484,LEUCOVORIN CALCIUM,5,,,1013502,28264
00054,3542,MEGESTROL ACETATE,40,,,18803175.2,60142
00168,0146,HYDROCORTISONE,25,,,4289778.562,110790
00378,6520,LOVASTATIN,20,,,2403285,70772
00007,4891,ROPINIROLE,0.5,,,3106768,32685
00591,5544,ALLOPURINOL,300,,,5830472,172231
00228,2073,OXAZEPAM,30,CIV,,1186135,20703
00088,1090,FEXOFENADINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,60; 120,,,36265340.156,809882
00781,2027,CLOMIPRAMINE HYDROCHLORIDE,25,,,1458705,22252
54092,0389,"DEXTROAMPHETAMINE SULFATE, DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE SULFATE AND AMPHETAMINE ASPARTATE",6.25; 6.25; 6.25; 6.25,CII,,686127,20360
00049,4960,SERTRALINE HYDROCHLORIDE,25,,,38225905.178,1123868
00338,0048,SODIUM CHLORIDE,900,,,552180685.02,286138
00093,1006,NAPROXEN,500,,,1731493,34680
00904,7809,CYCLOBENZAPRINE HYDROCHLORIDE,10,,,682669.4,13980
00006,3800,RIZATRIPTAN BENZOATE,5,,,135554,14273
00008,0923,PANTOPRAZOLE SODIUM,40,,,14865,1206
58914,0785,URSODIOL,250,,,2071181.12,20845
00002,4112,OLANZAPINE,2.5,,,77291330.376,2171041
00781,1975,DESIPRAMINE HYDROCHLORIDE,100,,,808162,17843
00074,7069,LEVOTHYROXINE SODIUM,150,,,11653.002,358
00093,1172,PENICILLIN V POTASSIUM,250,,,1718375,46352
00054,4180,DEXAMETHASONE,0.75,,,226686,10165
00049,4910,SERTRALINE HYDROCHLORIDE,100,,,183140690.752,5102676
00487,9501,ALBUTEROL SULFATE,2.5,,,21208991.454,63689
00536,4544,SODIUM BICARBONATE,650,,,6767467,53131
00024,1596,PRIMAQUINE PHOSPHATE,15,,,26908,1288
55513,0144,EPOETIN ALFA,10000,,,336032.36,58659
00039,0222,GLIMEPIRIDE,2,,,25453436.158,659921
00172,5729,FAMOTIDINE,40,,,2125037,53526
00781,1507,ATENOLOL,100,,,21027682.214,546576
00093,1003,BUSPIRONE HYDROCHLORIDE,15,,,4340208.28,65281
08880,9505,SILVER SULFADIAZINE,10,,,5139075.5,32969
00068,0597,RIFAMPIN,600,,,27942,582
00430,3754,ESTRADIOL,0.1,,,4275469.167,91317
24385,0437,"ACETAMINOPHEN, DIPHENHYDRAMINE HCL",500; 25,,,14e3,335
00093,0755,DIFLUNISAL,500,,,2795859.334,62882
00173,0565,VALACYCLOVIR HYDROCHLORIDE,1,,,3095479.958,129050
00591,5555,PROPRANOLOL HYDROCHLORIDE,20,,,7184465.918,100837
00228,3003,CLONAZEPAM,0.5,CIV,,53564646.462,969918
64764,0151,PIOGLITAZONE,15,,,28962545.154,825231
00555,0607,MEGESTROL ACETATE,40,,,9114815.46,121665
00299,5765,DESONIDE,0.5,,,8160138.752,83313
60758,0119,PREDNISOLONE ACETATE,10,,,522699.5,52895
00378,0611,METHYLDOPA,250,,,7205343.474,99096
00536,0600,DOCUSATE SODIUM,60,,,2270611,5672
11980,0228,FLUOROMETHOLONE,2.5,,,37528,4719
00555,0877,FLUOXETINE HYDROCHLORIDE,20,,,83386097.332,1946858
00378,1020,NICARDIPINE HYDROCHLORIDE,20,,,913955,11313
51672,1261,DESOXIMETASONE,0.5,,,405674,8347
00378,2072,LISINOPRIL,2.5,,,801486,25221
55513,0924,FILGRASTIM,300,,,58780.663,9717
00093,1174,PENICILLIN V POTASSIUM,500,,,1916572.6,64120
00245,0041,POTASSIUM CHLORIDE,750,,,78168828.41,1370848
00093,0734,METOPROLOL TARTRATE,100,,,15039990.308,250022
50111,0990,ERGOCALCIFEROL,1.25,,,31457,1596
00781,1764,IMIPRAMINE HYDROCHLORIDE,25,,,14909082.944,262105
00591,4012,VALPROIC ACID,250,,,7246061,53126
00004,0350,PEGINTERFERON ALFA-2A,180,,,2392,628
00054,4650,OXYCODONE AND ACETAMINOPHEN,5; 325,CII,YES,62136982.526,1075685
61314,0637,PREDNISOLONE ACETATE,10,,,5353370.002,587019
00574,7050,BISACODYL,10,,,483354,42117
50111,0398,HYDRALAZINE HYDROCHLORIDE,10,,,5276724.478,48947
00904,7912,IBUPROFEN,200,,,90528,1281
00555,0971,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",1.25; 1.25; 1.25; 1.25,CII,,11963284.078,214290
00603,1075,CODEINE PHOSPHATE AND GUAIFENESIN,10; 100,CV,YES,31328366.771,168995
50458,0290,ITRACONAZOLE,100,,,4371079.356,93539
00555,0634,DANAZOL,100,,,95236,1344
00781,1205,PENICILLIN V POTASIUM,250,,,685631,19335
00832,1025,BACLOFEN,20,,,3249677,29025
