Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
00054,3545,MEPERIDINE HYDROCHLORIDE,50,CII,,211412.1,3583
51079,0107,AMITRIPTYLINE HYDROCHLORIDE,25,,,609448.631,17896
00338,0047,SODIUM CHLORIDE,900,,,21563424,5572
00338,0047,SODIUM CHLORIDE,900,,,21563424,5572
00904,0643,NITROGLYCERIN,2.5,,,1068207.89,10752
00025,1461,MISOPROSTOL,200,,,23161837.788,291328
08880,9505,SILVER SULFADIAZINE,10,,,22611140.848,151588
00054,2531,LITHIUM CARBONATE,600,,,620966.993,12444
00006,0573,INDINAVIR SULFATE,400,,,64442125.118,361232
00615,0170,SULFAMETHOXAZOLE AND TRIMETHOPRIM,800; 160,,,82747,5155
50458,0295,ITRACONAZOLE,10,,,2340492.19,7494
00998,0355,TROPICAMIDE,10,,,66749.15,4814
00054,4527,LITHIUM CARBONATE,300,,,15712176.958,192610
00075,0026,DESMOPRESSIN ACETATE,0.2,,,391129.396,4723
00378,0148,DOXYCYCLINE,100,,,1659770.309,81204
00054,3176,DEXAMETHASONE INTENSOL,1,,,65493,1408
00054,2527,LITHIUM CARBONATE,300,,,43625721.872,494940
00573,2880,"COCOA BUTTER, PHENYLEPHRINE HYDROCHLORIDE",2211; 6.25,,,12619,529
00172,2907,FUROSEMIDE,40,,,19442208.808,451694
24385,0535,ASPIRIN,81,,,846710,10966
00003,0293,TRIAMCINOLONE ACETONIDE,40,,,53271.52,7887
11980,0228,FLUOROMETHOLONE,2.5,,,97545.15,11968
00037,0430,FELBAMATE,400,,,2487448.188,16262
00228,2551,DICLOFENAC SODIUM,75,,,7337503.55,121831
00172,2089,HYDROCHLOROTHIAZIDE,50,,,7529895.442,194632
00002,4117,OLANZAPINE,10,,,47262114.78,1305201
00378,0186,CLONIDINE HYDROCHLORIDE,0.2,,,20154010.7,291647
00472,0082,ACYCLOVIR,200,,,1896117.6469999999,10071
00781,1223,METOPROLOL TARTRATE,50,,,3197645.8140000002,58232
00641,0491,PROCHLORPERAZINE EDISYLATE,5,,,143712.562,15988
00378,0471,FENOPROFEN CALCIUM,600,,,1457436.138,21247
00603,2214,AMITRIPTYLINE HYDROCHLORIDE,50,,,3435444,66271
53489,0119,DOXYCYCLINE HYCLATE,100,,,1187968.584,58099
00228,2031,ALPRAZOLAM,1,CIV,,5041101.322,72346
00025,1891,VERAPAMIL HYDROCHLORIDE,240,,,2819994.982,67870
