Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
00904,0643,NITROGLYCERIN,2.5,,,1167517.403,15468
08880,9505,SILVER SULFADIAZINE,10,,,2306168.886,23684
00555,0066,ISONIAZID,100,,,176362.12,2051
00338,0117,"SODIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM LACTATE AND CALCIUM CHLORIDE",600; 310; 30; 20,,,4113515,1036
00378,0477,DIAZEPAM,10,CIV,,4359131.45,73911
00225,0295,HYOSCYAMINE SULFATE,0.125,,,2190879.891,36368
50111,0468,PROPRANOLOL HYDROCHLORIDE,20,,,494840.52,6228
00904,3990,TRAZODONE HYDROCHLORIDE,50,,,3108336.509,67468
00025,1891,VERAPAMIL HYDROCHLORIDE,240,,,63220347.716,1662552
00378,0611,METHYLDOPA,250,,,3078819.156,44255
00378,0183,PROPRANOLOL HYDROCHLORIDE,20,,,2562720.242,33823
00555,0158,CHLORDIAZEPOXIDE HYDROCHLORIDE,5,CIV,,653860.68,12295
00172,2083,HYDROCHLOROTHIAZIDE,25,,,1479129.436,43354
00093,0050,ACETAMINOPHEN AND CODEINE PHOSPHATE,300; 15,CIII,YES,2275030.216,84916
00777,3105,FLUOXETINE HYDROCHLORIDE,20,,,78515231.344,2128212
00338,0048,SODIUM CHLORIDE,900,,,144526120.39,121351
00245,0003,POTASSIUM IODIDE,1,,,797925.4839999999,20218
00591,5238,MEPROBAMATE,400,CIV,,1116097.35,17582
00264,1800,SODIUM CHLORIDE,9,,,4105422.3,3402
00591,5621,DIAZEPAM,2,CIV,,906294.104,16064
00597,0018,DIPYRIDAMOLE,50,,,24390126.018,279335
00069,5420,HYDROXYZINE PAMOATE,50,,,752615.65,18753
00781,1397,HALOPERIDOL,10,,,2493196.9,36031
50111,0459,THEOPHYLLINE,300,,,6178792.876,92741
00065,0648,TOBRAMYCIN AND DEXAMETHASONE,3; 1,,,96289.986,20866
00904,0201,AMITRIPTYLINE HYDROCHLORIDE,25,,,3752896.798,80098
53489,0141,QUINIDINE GLUCONATE,324,,,1076757.072,12008
00378,0214,HALOPERIDOL,2,,,6923497.747,119640
00002,8215,INSULIN HUMAN,100,,,10298386.356,794572
00054,8527,LITHIUM CARBONATE,300,,,855995.224,11907
00378,2675,AMITRIPTYLINE HYDROCHLORIDE,75,,,1311462.488,34674
00591,5620,DIAZEPAM,10,CIV,,2858508.518,48411
00781,1436,FLUPHENAZINE HYDROCHLORIDE,1,,,1365345.524,20321
00781,1008,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,75; 50,,,2603828.376,74600
00781,1830,PROMETHAZINE HYDROCHLORIDE,25,,,4505689.07,158640
00781,1599,SPIRONOLACTONE,25,,,4897837.256,60966
00904,0358,HYDROXYZINE HYDROCHLORIDE,25,,,1567336.7,29599
00615,0516,HYDRALAZINE HYDROCHLORIDE,10,,,34786,470
00781,1506,ATENOLOL,50,,,259021,5950
49348,0020,"ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, SIMETHICONE",200; 200; 20,,,8583078.412,13574
00904,2821,OXYBUTYNIN CHLORIDE,5,,,1156932.37,18848
53489,0157,ALLOPURINOL,300,,,786761.353,20330
00378,2150,MECLOFENAMATE SODIUM,50,,,1208799.165,21015
00555,0033,CHLORDIAZEPOXIDE HYDROCHLORIDE,10,CIV,,2752339.201,50255
00085,3305,NITROGLYCERIN,20,,,2459958.656,78320
00054,8174,DEXAMETHASONE,1,,,4246.053,110
51079,0580,THIORIDAZINE HYDROCHLORIDE,100,,,395015.875,6916
00009,0090,ALPRAZOLAM,1,CIV,,37172071.948,566408
00068,0011,DESIPRAMINE HYDROCHLORIDE,25,,,1284757.672,22914
46672,0053,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE",50; 325; 40,,,1189343.765,32662
00039,0060,FUROSEMIDE,40,,,14848548.051,343208
00781,1205,PENICILLIN V POTASIUM,250,,,396516.647,12408
51079,0541,PROCHLORPERAZINE MALEATE,5,,,81813.1,2178
00904,2151,ISOSORBIDE DINITRATE,10,,,5759225.015,64139
00378,0156,PROBENECID,500,,,640058.352,16341
50111,0441,TRAZODONE HYDROCHLORIDE,150,,,2239886.506,68784
00025,1041,SPIRONOLACTONE,50,,,3580943,58518
17478,0221,SULFACETAMIDE SODIUM,100,,,809942.027,52750
00025,1851,VERAPAMIL HYDROCHLORIDE,80,,,4401508.012,57517
00378,0152,CLONIDINE HYDROCHLORIDE,0.1,,,5718964.173,95481
00591,5454,QUINIDINE SULFATE,300,,,521871.934,6111
00378,6097,FLUPHENAZINE HYDROCHLORIDE,10,,,4434246.614,65929
00168,0006,TRIAMCINOLONE ACETONIDE,1,,,1933617.552,26804
00615,2579,TRAZODONE HYDROCHLORIDE,100,,,92869,2544
00904,1453,METRONIDAZOLE,250,,,654022.407,28571
00536,3222,ACETAMINOPHEN,325,,,11126599.954,142937
50111,0467,PROPRANOLOL HYDROCHLORIDE,10,,,417258.558,4915
00009,0286,MEDROXYPROGESTERONE ACETATE,5,,,1413213.716,63356
00781,1437,FLUPHENAZINE HYDROCHLORIDE,2.5,,,1141214.669,21081
00065,0647,TOBRAMYCIN AND DEXAMETHASONE,3; 1,,,635493.898,121527
00781,1818,FUROSEMIDE,20,,,13902934.765,368064
00025,1461,MISOPROSTOL,200,,,27885661.24,355403
00781,2229,THIOTHIXENE,10,,,2822592.006,36206
00378,0215,TOLBUTAMIDE,500,,,1208522.659,18768
00054,3500,LIDOCAINE HYDROCHLORIDE,20,,,1453759.35,10925
49884,0085,DEXAMETHASONE,0.75,,,111467.045,4301
00378,0217,TOLAZAMIDE,250,,,798123.856,12795
00591,5321,PRIMIDONE,250,,,5201837.672,62256
00338,0656,ACETIC ACID,250,,,20389640.856,11202
00085,3320,NITROGLYCERIN,80,,,7831601.629,255378
49884,0111,ALPRAZOLAM,0.5,CIV,,1272972.004,18888
00615,3505,CARBAMAZEPINE,200,,,272174,2759
00832,0226,MORPHINE SULFATE,20,CII,YES,721501.2609999999,12108
00168,0040,BETAMETHASONE VALERATE,1,,,1556580.82,28179
00781,1556,ISOSORBIDE DINITRATE,10,,,16943887.504,177553
00054,4570,METHADONE HYDROCHLORIDE,5,CII,,1032198.226,12665
24208,0790,"NEOMYCIN SULFATE, POLYMYXIN B SULFATE AND GRAMICIDIN",1.75; 10000; .025,,,1872450.808,187484
00168,0089,NYSTATIN AND TRIAMCINOLONE ACETONIDE,100000; 1,,,724068.271,20336
00009,3116,CLINDAMYCIN PHOSPHATE,10,,,7071243.04,138876
00591,5554,PROPRANOLOL HYDROCHLORIDE,10,,,2289267.02,27016
00009,3331,CLINDAMYCIN PHOSPHATE,10,,,2208233.32,64525
49884,0121,HYDRALAZINE HYDROCHLORIDE,100,,,30115,402
00003,0830,HYDROXYUREA,500,,,2599233.73,45575
00228,2069,OXAZEPAM,15,CIV,,1716868.018,30034
00002,8315,INSULIN HUMAN,100,,,39055432.158,2400059
00781,1446,FUROSEMIDE,80,,,6874469.564,138126
00536,5700,ZINC OXIDE,200,,,160395,2207
00536,3756,DOCUSATE SODIUM,100,,,6811647,115933
00085,0962,BETAMETHASONE DIPROPIONATE,0.5,,,970984.86,20002
00781,2020,AMOXICILLIN,250,,,485136.324,16751
00781,1396,HALOPERIDOL,5,,,2911159.454,47328
00085,3330,NITROGLYCERIN,120,,,1684968.68,51606
00338,0043,SODIUM CHLORIDE,4.5,,,5290928,1556
00069,2600,NIFEDIPINE,10,,,53724359.115,598423
00143,1772,ISOSORBIDE DINITRATE,20,,,1592240.594,14886
00143,1202,CORTISONE ACETATE,25,,,61621.15,965
00264,1510,DEXTROSE,50,,,5013064.094,3024
00591,5443,PREDNISONE,20,,,1484776.19,53580
00591,5337,TRIHEXYPHENIDYL HYDROCHLORIDE,5,,,3244684.736,54784
00025,1011,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,25; 25,,,495573.19,11127
00025,2762,DISOPYRAMIDE PHOSPHATE,150,,,603520,6388
00009,0044,HYDROCORTISONE,20,,,73236.764,1239
00591,5544,ALLOPURINOL,300,,,1503015.042,42955
00615,1526,HYDROXYZINE HYDROCHLORIDE,25,,,224042,4712
00781,1486,AMITRIPTYLINE HYDROCHLORIDE,10,,,4185785.032,76895
00904,3017,NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE,10; 3.5; 10000,,,821239.8420000001,74730
00591,5513,CARISOPRODOL,350,CIV,,8651556.296,160358
00781,1976,DESIPRAMINE HYDROCHLORIDE,150,,,201047.262,6311
00591,5619,DIAZEPAM,5,CIV,,4937502.64,87653
49884,0228,EZETIMIBE,10,,,89719,1726
00126,0088,SODIUM FLUORIDE,5,,,400909,5713
00378,0147,INDOMETHACIN,50,,,2780145.524,47203
00781,2227,THIOTHIXENE,2,,,1536662.172,24618
00054,4728,PREDNISONE,5,,,6242619.468,124468
11980,0174,PREDNISOLONE ACETATE,1.2,,,57606.436,9629
00378,0618,THIORIDAZINE HYDROCHLORIDE,100,,,7144496.93,105690
49348,0706,IBUPROFEN,200,,,5859,68
00039,0052,GLYBURIDE,5,,,100857546.893,1398081
00378,0197,CHLORPROPAMIDE,100,,,492206.686,11568
00615,1562,HYDROCHLOROTHIAZIDE,50,,,121728,4360
00904,2725,SULFAMETHOXAZOLE AND TRIMETHOPRIM,800; 160,,,3529982.058,171426
00832,0229,MORPHINE SULFATE,60,CII,YES,18121.48,216
00228,2128,CLONIDINE HYDROCHLORIDE,0.2,,,3726161.328,49455
00054,3730,PROPRANOLOL HYDROCHLORIDE,40,,,79588.33,297
00228,2530,NIFEDIPINE,20,,,6832485.35,72116
00591,5660,SULINDAC,200,,,10396479.872,188613
00009,0225,CLINDAMYCIN HYDROCHLORIDE,150,,,1421481.991,33768
00781,2325,INDOMETHACIN,25,,,2181911.453,38523
00054,3555,METHADONE HYDROCHLORIDE,5,CII,,376483.62,1098
00378,5050,TEMAZEPAM,30,CIV,,3512071.872,124086
00591,5557,PROPRANOLOL HYDROCHLORIDE,80,,,488087.12,6138
00054,3294,FUROSEMIDE,10,,,12272243.682,127540
51672,1263,NYSTATIN AND TRIAMCINOLONE ACETONIDE,100000; 1,,,169760.03,6469
00023,0506,"POLYVINYL ALCOHOL, POVIDONE",14; 6,,,878419.6,14700
00781,2228,THIOTHIXENE,5,,,2498374.394,39526
00615,1516,DICYCLOMINE HYDROCHLORIDE,20,,,28854,371
00002,8715,INSULIN HUMAN,100,,,5736825.524,331476
00228,2127,CLONIDINE HYDROCHLORIDE,0.1,,,3780026.468,59754
00904,1982,ACETAMINOPHEN,325,,,2278276.542,43142
00904,2364,METHOCARBAMOL,500,,,101907.21,1857
00781,1766,IMIPRAMINE HYDROCHLORIDE,50,,,8855376.314,135371
00378,5375,DOXEPIN HYDROCHLORIDE,75,,,1661182.362,41901
00713,0132,PROMETHAZINE HYDROCHLORIDE,50,,,83982.978,8600
00378,6009,FLUPHENAZINE HYDROCHLORIDE,2.5,,,1282299.036,23919
00781,1975,DESIPRAMINE HYDROCHLORIDE,100,,,743390.594,15772
00536,4444,PSYLLIUM,3.4,,,18267057,40876
00126,0288,SODIUM FLUORIDE,5,,,74773,1147
00536,1850,PSEUDOEPHEDRINE HYDROCHLORIDE,30,,,3059676.58,23774
00904,2920,VERAPAMIL HYDROCHLORIDE,80,,,3135102.074,38942
00378,3000,MECLOFENAMATE SODIUM,100,,,2956604.326,50260
00998,0615,DEXAMETHASONE,1,,,67083.935,10148
00074,6214,DIVALPROEX SODIUM,250,,,67456078.535,537086
00172,4097,BACLOFEN,20,,,2175357.391,19187
00472,1030,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,5; 1.5,CII,YES,1580933.76,9635
00378,2650,AMITRIPTYLINE HYDROCHLORIDE,50,,,10250497.682,200906
00904,3003,NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE,3.5; 10000; 1,,,13825.1,3414
00069,2670,NIFEDIPINE,90,,,11815952.462,360677
00054,3194,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,2.5; .025,CV,,1684860.092,27230
00536,3297,ASPIRIN,81,,,2342985,46049
00056,0169,WARFARIN SODIUM,1,,,3318901.97,81372
00615,2578,TRAZODONE HYDROCHLORIDE,50,,,330766.093,8714
00832,0086,FLUOXYMESTERONE,10,CIII,,53541.45,1283
00591,5052,PREDNISONE,5,,,6811846.893,119110
00904,0359,HYDROXYZINE HYDROCHLORIDE,50,,,199710.821,3909
00781,1489,AMITRIPTYLINE HYDROCHLORIDE,75,,,1051201.57,26475
50111,0482,THEOPHYLLINE,200,,,3383614.562,50157
45802,0710,BISACODYL,10,,,14403,1987
00172,2907,FUROSEMIDE,40,,,1979230.446,47681
51079,0657,ALBUTEROL,2,,,508611.309,6198
00378,2695,AMITRIPTYLINE HYDROCHLORIDE,150,,,395021.151,12221
00172,4096,BACLOFEN,10,,,86164261.912,57838
00025,1451,MISOPROSTOL,100,,,18619818.956,225872
00085,3310,NITROGLYCERIN,40,,,11040639.569,359523
00781,1393,HALOPERIDOL,2,,,2478396.1859999998,41985
00615,2596,HALOPERIDOL,2,,,234097,3994
00536,4306,CALCIUM POLYCARBOPHIL,625,,,182002,3007
00536,6550,WHITE PETROLATUM MINERAL OIL,150; 830,,,17323,3018
00054,3176,DEXAMETHASONE INTENSOL,1,,,30193.21,547
00536,3597,DIPHENHYDRAMINE HCL,25,,,19822,470
00536,0825,GUAIFENESIN,100,,,3904307.8,26172
00781,1966,FUROSEMIDE,40,,,30493610.608,711574
00536,1881,PSYLLIUM,3.4,,,754478,2282
49884,0256,MINOXIDIL,2.5,,,15774.36,190
00591,5382,METHOCARBAMOL,750,,,3265909.54,54915
00003,2570,AZTREONAM,2,,,10071,187
00054,8526,LITHIUM CARBONATE,150,,,156136.267,2434
00904,1056,BENZTROPINE MESYLATE,1,,,5781548.798,111655
00054,8739,PREDNISONE,1,,,133662.084,2018
00054,4742,PREDNISONE,2.5,,,1098725.736,22977
00025,1911,VERAPAMIL HYDROCHLORIDE,180,,,12841228.704,351385
00781,1488,AMITRIPTYLINE HYDROCHLORIDE,50,,,8796599.632,170570
51079,0630,PRAZOSIN HYDROCHLORIDE,1,,,538857,8171
00591,5307,PROMETHAZINE HYDROCHLORIDE,25,,,419905.412,15060
00378,6074,FLUPHENAZINE HYDROCHLORIDE,5,,,4331845.172,74763
00781,1972,DESIPRAMINE HYDROCHLORIDE,25,,,2256332.66,37878
00074,5682,VALPROIC ACID,250,,,62397246.16,118813
00054,2526,LITHIUM CARBONATE,150,,,838953.802,14182
51079,0588,THIOTHIXENE,5,,,473733.561,7492
49884,0289,MEGESTROL ACETATE,20,,,52698.404,619
00054,4595,MEPERIDINE HYDROCHLORIDE,50,CII,,313239.204,9446
00536,1012,CARBAMIDE PEROXIDE,81.86,,,12902380.104,70049
00054,8180,DEXAMETHASONE,0.75,,,4427,124
00904,3991,TRAZODONE HYDROCHLORIDE,100,,,1007613.393,24673
00378,4250,DOXEPIN HYDROCHLORIDE,50,,,7178885.095,136014
00781,2715,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,50; 25,,,1140240.06,22505
00264,2101,WATER,1,,,34591827.8,6409
00025,2742,DISOPYRAMIDE PHOSPHATE,150,,,1971471.96,24865
00378,5010,THIOTHIXENE,10,,,8077366.95,107604
00536,4092,BENZOYL PEROXIDE,100,,,71966.001,1454
00054,3686,OXYCODONE AND ACETAMINOPHEN,5; 325,CII,YES,772693.4,2280
00054,4181,DEXAMETHASONE,1,,,80706.069,1311
00054,4721,PROPANTHELINE BROMIDE,15,,,3521878.317,43152
00228,2497,NIFEDIPINE,10,,,5351724.56,55165
00591,5643,MINOXIDIL,10,,,840977,13272
00781,1490,AMITRIPTYLINE HYDROCHLORIDE,100,,,1291031.562,32339
00615,1560,ISOSORBIDE DINITRATE,10,,,859878,9559
00904,3012,"NEOMYCIN SULFATE, POLYMYXIN B SULFATE AND BACITRACIN ZINC",3.5; 10000; 400,,,37138.715000000004,5240
00781,2811,OXAZEPAM,30,CIV,,144174.578,2675
50111,0398,HYDRALAZINE HYDROCHLORIDE,10,,,53813,572
00264,7510,DEXTROSE,5,,,693667,258
00591,5442,PREDNISONE,10,,,3928700.416,98968
00378,4010,TEMAZEPAM,15,CIV,,2766265.987,94476
00904,2728,SULFACCETAMIDE SODIUM,100,,,598597.442,45502
00054,3727,PROPRANOLOL HYDROCHLORIDE,20,,,645966.05,2570
00009,0094,ALPRAZOLAM,2,CIV,,982584.976,16673
00641,1496,PROMETHAZINE HYDROCHLORIDE,50,,,41039.447,5940
00143,3142,DOXYCYCLINE HYCLATE,100,,,125120,7018
00781,1487,AMITRIPTYLINE HYDROCHLORIDE,25,,,10450671.175,209573
00591,5642,MINOXIDIL,2.5,,,365770.22,4731
00615,2548,BENZTROPINE MESYLATE,1,,,488552.3,9666
00143,1209,CHLOROTHIAZIDE,250,,,7491,251
00904,2056,DIPHENHYDRAMINE HYDROCHLORIDE,50,,,4872245.888,119678
00054,4180,DEXAMETHASONE,0.75,,,60356.21,1972
51079,0667,SULINDAC,200,,,83821.03,1579
00591,5335,TRIHEXYPHENIDYL HYDROCHLORIDE,2,,,8964947.674,153489
00591,5571,TRIMETHOPRIM,100,,,150285.158,4044
00904,3571,MEGESTROL ACETATE,40,,,429118.948,4722
00172,3925,DIAZEPAM,2,CIV,,580052.758,10061
00049,3430,FLUCONAZOLE,200,,,1384257.284,55697
00536,4445,PSYLLIUM,3.4,,,4878522,10485
00085,3315,NITROGLYCERIN,60,,,1997624.878,65048
00378,2625,AMITRIPTYLINE HYDROCHLORIDE,25,,,12011379.668,235492
00074,6215,DIVALPROEX SODIUM,500,,,53081488.706,447033
00536,3231,ACETAMINOPHEN,500,,,3652046.633,49846
00299,5770,DESONIDE,0.5,,,1627436,39940
00536,3218,ACETAMINOPHEN,500,,,1850999.499,23791
00069,5410,HYDROXYZINE PAMOATE,25,,,1010998.918,24169
00641,2460,HEPARIN SODIUM,5000,,,355805.336,12305
00781,1635,ISOSORBIDE DINITRATE,5,,,5572008.398,61273
00054,3722,PREDNISONE,5,,,3213881.896,19786
00172,2908,FUROSEMIDE,20,,,1082872.624,30095
00591,5553,DOXYCYCLINE HYCLATE,100,,,930475.688,49411
00904,2011,ASPIRIN,325,,,1106270.085,14958
00904,2013,ASPIRIN,325,,,3594728.901,68890
00049,2770,DOXAZOSIN MESYLATE,4,,,300477.687,8365
00143,1445,PHENOBARBITAL,15,CIV,,464511.2,4869
00536,3381,BISACODYL,5,,,971724,24334
00904,1055,BENZTROPINE MESYLATE,0.5,,,1034377.696,19025
00904,3379,SULINDAC,200,,,678942.258,12667
00025,2752,DISOPYRAMIDE PHOSPHATE,100,,,676068.432,6763
00049,3410,FLUCONAZOLE,50,,,245024.09399999998,9771
00904,2244,DOCUSATE SODIUM,100,,,5711921,118694
00904,2613,ALLOPURINOL,100,,,1166932.112,26471
00832,1074,TOPIRAMATE,100,,,121153,1526
00378,4415,FLURAZEPAM HYDROCHLORIDE,15,CIV,,1864016.278,71912
00049,2760,DOXAZOSIN MESYLATE,2,,,927463.216,25591
00591,5535,DOXYCYCLINE HYCLATE,50,,,55266.020000000004,2530
00536,3313,ASPIRIN,325,,,7767137.392,112464
00074,6212,DIVALPROEX SODIUM,125,,,6819446.154,62881
00615,1592,ALLOPURINOL,100,,,86693,2250
00049,2780,DOXAZOSIN MESYLATE,8,,,70793.038,2069
00781,1655,PENICILLIN V POTASIUM,500,,,360876.962,12896
00054,8724,PREDNISONE,5,,,456593.402,14040
00049,3420,FLUCONAZOLE,100,,,2792368.966,139633
00904,1748,IBUPROFEN,400,,,2918348.292,45476
00536,4540,SODIUM BICARBONATE,325,,,42867,255
00591,5590,TRANYLCYPROMINE SULFATE,10,,,111181.2,1825
00536,3755,DOCUSATE CALCIUM,240,,,1578734,35519
00378,4430,FLURAZEPAM HYDROCHLORIDE,30,CIV,,3551221.16,133516
00615,2595,HALOPERIDOL,1,,,379988,7195
00591,5438,QUINIDINE SULFATE,200,,,1578210.708,16261
00143,1769,ISOSORBIDE DINITRATE,5,,,400553.54,4290
00054,8175,DEXAMETHASONE,4,,,45058,782
