Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
00002,3227,ATOMOXETINE HYDROCHLORIDE,10,,,4843450.858,131844
00002,3228,ATOMOXETINE HYDROCHLORIDE,25,,,14219516.16,407363
00002,3229,ATOMOXETINE HYDROCHLORIDE,40,,,17984483.506,557709
00002,3230,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,3; 25,,,236762.36,7726
00002,3231,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,6; 25,,,425700.494,13504
00002,3232,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,12; 25,,,153758.944,4806
00002,3233,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,6; 50,,,150067.12,4966
00002,3234,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,12; 50,,,185378.12,6007
00002,3235,DULOXETINE HYDROCHLORIDE,20,,,7445122.944,170274
00002,3238,ATOMOXETINE HYDROCHLORIDE,18,,,6367673.588,187318
00002,3239,ATOMOXETINE HYDROCHLORIDE,60,,,10953605.646,360987
00002,3240,DULOXETINE HYDROCHLORIDE,30,,,45748298.804,1166406
00002,3250,ATOMOXETINE HYDROCHLORIDE,80,,,6908991.058,233985
00002,3251,ATOMOXETINE HYDROCHLORIDE,100,,,2194314.796,74253
00002,3270,DULOXETINE HYDROCHLORIDE,60,,,91978703.66,2592448
00002,4112,OLANZAPINE,2.5,,,1719003.482,45597
00002,4115,OLANZAPINE,5,,,5272676.28,137220
00002,4116,OLANZAPINE,7.5,,,797635.02,22902
00002,4117,OLANZAPINE,10,,,7645975.084,196841
00002,4165,RALOXIFENE HYDROCHLORIDE,60,,,6213478.722,203248
00002,4415,OLANZAPINE,15,,,4649536.12,118829
00002,4420,OLANZAPINE,20,,,5475306.3,162812
00002,4453,OLANZAPINE,5,,,735911.95,18485
00002,4454,OLANZAPINE,10,,,1124095.02,27681
00002,4455,OLANZAPINE,15,,,621324.58,15337
00002,4456,OLANZAPINE,20,,,802531.88,22440
00002,4462,TADALAFIL,5,,,16744,848
00002,5123,PRASUGREL HYDROCHLORIDE,10,,,1393741,44743
00002,7502,GEMCITABINE HYDROCHLORIDE,1,,,18937.072,13743
00002,7510,INSULIN LISPRO,100,,,21155796.59,1205947
00002,7511,INSULIN LISPRO,100,,,2941330,132272
00002,7512,INSULIN LISPRO,100,,,373875.5,12680
00002,7516,INSULIN LISPRO,100,,,733719.3,43772
00002,7623,PEMETREXED DISODIUM,500,,,31721.046000000002,15369
00002,7640,PEMETREXED DISODIUM,100,,,63571.89,7586
00002,8031,GLUCAGON,NA,,,321429.232,210960
00002,8148,SOMATROPIN,NA,,,18357,5153
00002,8215,INSULIN HUMAN,100,,,4391278.249,342201
00002,8315,INSULIN HUMAN,100,,,5749861.832,345090
00002,8400,TERIPARATIDE,250,,,53846.064,22097
00002,8501,INSULIN HUMAN,500,,,1131249.384,46137
00002,8715,INSULIN HUMAN,100,,,7943691.278,380930
00002,8797,INSULIN LISPRO,100,,,2447935.128,112828
00002,8798,INSULIN LISPRO,100,,,370711.464,14538
00002,8799,INSULIN LISPRO,100,,,10443999.28,576976
00003,0293,TRIAMCINOLONE ACETONIDE,40,,,823127.018,525681
00003,0494,TRIAMCINOLONE ACETONIDE,10,,,421947.49,124102
00003,0524,DASATINIB,70,,,50039.06,1136
00003,0528,DASATINIB,50,,,80978.12,1699
00003,0852,DASATINIB,100,,,141939.92,4861
00003,0857,DASATINIB,140,,,2264,75
00003,1611,ENTECAVIR,0.5,,,2162530.36,72089
00003,1612,ENTECAVIR,1,,,1251807.17,41577
00003,2187,ABATACEPT,250,,,92713.364,28925
00003,2188,ABATACEPT,125,,,25013.458,6276
00003,3622,ATAZANAVIR,300,,,13220579.718,445188
00003,3624,ATAZANAVIR,150,,,1001097.64,17338
00003,3631,ATAZANAVIR,200,,,2771496.8,47655
00003,6335,HYDROXYUREA,200,,,108026.94,2278
00004,0038,VALGANCICLOVIR HYDROCHLORIDE,450,,,1569594.432,34724
00004,0039,VALGANCICLOVIR HYDROCHLORIDE,50,,,2195788.768,10437
00004,0058,CLONAZEPAM,1,CIV,,1161230.102,12075
00004,0068,CLONAZEPAM,0.5,CIV,,1118953.88,11489
00004,0098,CLONAZEPAM,2,CIV,,293272.18,3269
00004,0186,IBANDRONATE SODIUM,150,,,46606.642,40536
00004,0191,IBANDRONATE SODIUM,3,,,3624.22,1505
00004,0259,MYCOPHENOLATE MOFETIL,250,,,2978254.22,19787
00004,0260,MYCOPHENOLATE MOFETIL,500,,,1575761.22,15997
00004,0261,MYCOPHENOLATE MOFETIL,200,,,4928340.122,28774
00004,0350,PEGINTERFERON ALFA-2A,180,,,7769.04,2525
00004,0357,PEGINTERFERON ALFA-2A,180,,,173034.622,86859
00004,0365,PEGINTERFERON ALFA-2A,180,,,62992.488,31603
00004,0800,OSELTAMIVIR PHOSPHATE,75,,,4141694.848,425420
00004,0801,OSELTAMIVIR PHOSPHATE,45,,,271566.82,27196
00004,0802,OSELTAMIVIR PHOSPHATE,30,,,494391.52,30449
00004,1100,CAPECITABINE,150,,,297346.936,5729
00004,1101,CAPECITABINE,500,,,5189639.431,62747
00006,0031,ALENDRONATE SODIUM,70,,,177344.968,33388
00006,0032,IVERMECTIN,3,,,241377.27,45931
00006,0080,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,50; 1000,,,169818.001,3339
00006,0112,SITAGLIPTIN,50,,,8233239.852,259151
00006,0221,SITAGLIPTIN,25,,,1364654.015,44243
00006,0227,RALTEGRAVIR,400,,,23081183.762,390121
00006,0266,RIZATRIPTAN BENZOATE,5,,,187955.086,17620
00006,0267,RIZATRIPTAN BENZOATE,10,,,1297905.456,127811
00006,0270,ALENDRONATE SODIUM AND CHOLECALCIFEROL,70; 5600,,,7433.992,1735
00006,0277,SITAGLIPTIN,100,,,35605069.106,1160647
00006,0461,APREPITANT,80,,,19100.969,4135
00006,0462,APREPITANT,125,,,1520.44,1353
00006,0464,APREPITANT,40,,,1832.516,1015
00006,0575,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,50; 500,,,9010719.444,155844
00006,0577,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,50; 1000,,,22191548.934,371337
00006,0710,ALENDRONATE SODIUM AND CHOLECALCIFEROL,70; 2800,,,39417.024,9516
00006,0951,LOSARTAN POTASSIUM,25,,,565769.44,11845
00006,0952,LOSARTAN POTASSIUM,50,,,1149526.98,26498
00006,3800,RIZATRIPTAN BENZOATE,5,,,219337.496,23209
00006,3801,RIZATRIPTAN BENZOATE,10,,,1463392.118,151545
00006,3841,MONTELUKAST SODIUM,4,,,11317680.538,377943
00006,3843,ERTAPENEM SODIUM,1,,,289736.342,73873
00006,3845,ERTAPENEM SODIUM,1,,,17050.5,7508
00006,3862,APREPITANT,NA,,,90258.226,27451
00006,3941,FOSAPREPITANT DIMEGLUMINE,150,,,98306.472,75891
00006,4047,"ROTAVIRUS VACCINE, LIVE, ORAL, PENTAVALENT",2200000; 2800000; 2200000; 2000000; 2300000,,,73937.6,1036
00006,4739,PNEUMOCOCCAL VACCINE POLYVALENT,25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25; 25,,,34,34
00006,9117,MONTELUKAST SODIUM,10,,,8087400.004,259468
00006,9275,MONTELUKAST SODIUM,5,,,2556471.002,82454
00007,3370,CARVEDILOL PHOSPHATE,10,,,259854.94,7956
00007,3371,CARVEDILOL PHOSPHATE,20,,,640793.76,19399
00007,3372,CARVEDILOL PHOSPHATE,40,,,599274.24,18779
00007,3373,CARVEDILOL PHOSPHATE,80,,,375094.94,11691
00007,3650,HYDROCHLOROTHIAZIDE AND TRIAMTERENE,25; 37.5,,,12757,381
00007,4140,CARVEDILOL,6.25,,,24654.79,672
00007,4141,CARVEDILOL,12.5,,,19139.5,797
00007,4885,ROPINIROLE HYDROCHLORIDE,2,,,76421,1597
00007,4888,ROPINIROLE HYDROCHLORIDE,8,,,15324.94,378
00007,4890,ROPINIROLE,0.25,,,6555,103
00008,0607,PANTOPRAZOLE SODIUM,40,,,13149966.558,403579
00008,0833,VENLAFAXINE HYDROCHLORIDE,75,,,4546381.431,100450
00008,0836,VENLAFAXINE HYDROCHLORIDE,150,,,4487944.048,113923
00008,0837,VENLAFAXINE HYDROCHLORIDE,37.5,,,1058470.56,28012
00008,0841,PANTOPRAZOLE SODIUM,40,,,464723.946,20331
00008,0844,PANTOPRAZOLE SODIUM,40,,,397543.498,13752
00008,0923,PANTOPRAZOLE SODIUM,40,,,127254.078,47081
00008,0941,PANTOPRAZOLE SODIUM,40,,,4702.082,1571
00008,1030,SIROLIMUS,1,,,538687.88,7981
00008,1040,SIROLIMUS,0.5,,,256895.82,5997
00008,1041,SIROLIMUS,1,,,3853382.558,55779
00008,1042,SIROLIMUS,2,,,330397.379,6745
00008,1179,TEMSIROLIMUS,NA,,,5501.623,5781
00008,1211,DESVENLAFAXINE SUCCINATE,50,,,9244672.624,289040
00008,1222,DESVENLAFAXINE SUCCINATE,100,,,5762533.942,185798
00008,4990,TIGECYCLINE,50,,,75632.991,9567
00009,0011,HYDROCORTISONE SODIUM SUCCINATE,100,,,39361.682,17413
00009,0012,HYDROCORTISONE,5,,,757951.534,7313
00009,0013,HYDROCORTISONE SODIUM SUCCINATE,250,,,1033.66,660
00009,0018,METHYLPREDNISOLONE SODIUM SUCCINATE,1,,,6175.649,1580
00009,0022,METHYLPREDNISOLONE,8,,,5241,115
00009,0029,ALPRAZOLAM,0.25,CIV,,116230,1426
00009,0047,METHYLPREDNISOLONE SODIUM SUCCINATE,125,,,166148.211,97290
00009,0055,ALPRAZOLAM,0.5,CIV,,460142.642,5129
00009,0056,METHYLPREDNISOLONE,4,,,35505,1513
00009,0057,ALPRAZOLAM,0.5,CIV,,6245,94
00009,0059,ALPRAZOLAM,1,CIV,,17982,312
00009,0066,ALPRAZOLAM,2,CIV,,23613.76,370
00009,0090,ALPRAZOLAM,1,CIV,,1046439.52,11079
00009,0094,ALPRAZOLAM,2,CIV,,626918.4,7222
00009,0271,ESTRADIOL CYPIONATE,5,,,33843.272,16377
00009,0274,METHYLPREDNISOLONE ACETATE,20,,,61393.94,31408
00009,0280,METHYLPREDNISOLONE ACETATE,40,,,398413.76,254043
00009,0280,METHYLPREDNISOLONE ACETATE,40,,,398413.76,254043
00009,0306,METHYLPREDNISOLONE ACETATE,80,,,251443.244,190601
00009,0306,METHYLPREDNISOLONE ACETATE,80,,,251443.244,190601
00009,0331,CLINDAMYCIN HYDROCHLORIDE,75,,,23407,539
00009,0347,TESTOSTERONE CYPIONATE,100,CIII,,21996.425,6410
00009,0417,TESTOSTERONE CYPIONATE,200,CIII,,95839.44,53894
00009,0450,COLESTIPOL HYDROCHLORIDE,1,,,45347,490
00009,0626,MEDROXYPROGESTERONE ACETATE,400,,,11323.135,9221
00009,0698,METHYLPREDNISOLONE SODIUM SUCCINATE,1,,,18902.444,10837
00009,0746,MEDROXYPROGESTERONE ACETATE,150,,,436606.117,412222
00009,0758,METHYLPREDNISOLONE SODIUM SUCCINATE,500,,,18739.15,3681
00009,0760,CLINDAMYCIN PALMITATE HYDROCHLORIDE,75,,,6472368.92,26526
00009,0825,HYDROCORTISONE SODIUM SUCCINATE,100,,,15586.003,9243
00009,0870,CLINDAMYCIN PHOSPHATE,150,,,2746.645,763
00009,0902,CLINDAMYCIN PHOSPHATE,150,,,60704.451,1663
00009,3073,METHYLPREDNISOLONE ACETATE,40,,,137149.252,94058
00009,3073,METHYLPREDNISOLONE ACETATE,40,,,137149.252,94058
00009,3375,CLINDAMYCIN PHOSPHATE,12,,,332959.244,4566
00009,3382,CLINDAMYCIN PHOSPHATE,18,,,266451.152,3717
00009,3448,CLINDAMYCIN PHOSPHATE,20,,,3228.2,47
00009,3475,METHYLPREDNISOLONE ACETATE,80,,,138708.421,114648
00009,3475,METHYLPREDNISOLONE ACETATE,80,,,138708.421,114648
00009,4541,TOLTERODINE TARTRATE,1,,,222664.4,4052
00009,4544,TOLTERODINE TARTRATE,2,,,1007073.5,18437
00009,5091,EPIRUBICIN HYDROCHLORIDE,2,,,17054,402
00009,5135,LINEZOLID,600,,,673275.946,32081
00009,5136,LINEZOLID,100,,,1329984.85,4102
00009,5140,LINEZOLID,600,,,10479857.44,5585
00009,5190,TOLTERODINE TARTRATE,2,,,1286174.92,39621
00009,5191,TOLTERODINE TARTRATE,4,,,6706259.166,212748
00009,5400,NICOTINE,4,,,7086373,39730
00009,7376,MEDROXYPROGESTERONE ACETATE,150,,,76353.073,75339
00009,7529,IRINOTECAN HYDROCHLORIDE,20,,,176415.832,15685
00009,7663,EXEMESTANE,25,,,175377,5660
00009,7667,CLINDAMYCIN PHOSPHATE,100,,,93614.986,27720
00013,2150,ESTRADIOL,2,,,3235,3242
00013,2626,SOMATROPIN,NA,,,84634.406,16804
00013,2646,SOMATROPIN,NA,,,133836.46,29613
00013,2650,SOMATROPIN,NA,,,53186,2152
00013,2651,SOMATROPIN,NA,,,63756,2586
00013,2652,SOMATROPIN,NA,,,62189,2386
00013,5301,RIFABUTIN,150,,,247230.82,6230
00023,0042,TAZAROTENE,1,,,261727.001,5555
00023,0106,"GENTAMICIN, PREDNISOLONE ACETATE",3; 10,,,2300,389
00023,0313,SULFACETAMIDE SODIUM AND PREDNISOLONE ACETATE,100; 2,,,11834.8,3394
00023,0316,FLUOROMETHOLONE,1,,,32073.5,8967
00023,1145,ONABOTULINUMTOXINA,100,,,190941.528,82486
00023,3205,BIMATOPROST,0.1,,,206777.065,68959
00023,3615,GATIFLOXACIN,5,,,20722.732,7937
00023,3670,DAPSONE,50,,,323855,7494
00023,3921,ONABOTULINUMTOXINA,200,,,4158.838,3531
00023,4290,ALCAFTADINE,2.5,,,28878,9518
00023,8335,TAZAROTENE,0.5,,,159019,3601
00023,8694,AZELAIC ACID,0.2,,,485650,12314
00023,9155,TAZAROTENE,0.5,,,835272,19121
00023,9156,TAZAROTENE,1,,,508153,11649
00023,9163,CYCLOSPORINE,0.5,,,5945969.976,258808
00023,9177,BRIMONIDINE TARTRATE,1.5,,,145857.001,19974
00023,9211,"BRIMONIDINE TARTRATE, TIMOLOL MALEATE",2; 5,,,686354.97,120425
00023,9232,ONABOTULINUMTOXINA,100,,,708.11,425
00023,9321,BRIMONIDINE TARTRATE,1,,,804821,119808
00024,0335,MEPERIDINE HYDROCHLORIDE,50,CII,,9963,68
00024,0335,MEPERIDINE HYDROCHLORIDE,50,CII,,9963,68
00024,0590,OXALIPLATIN,5,,,74355.784,22132
00024,0591,OXALIPLATIN,5,,,85999.94,23972
00024,1535,HEXACHLOROPHENE,30,,,3418749.404,11761
00024,2792,SODIUM FERRIC GLUCONATE COMPLEX,12.5,,,371859.792,34463
00024,4142,DRONEDARONE,400,,,1699471.102,28743
00024,5401,ZOLPIDEM TARTRATE,5,CIV,,13649.47,807
00024,5421,ZOLPIDEM TARTRATE,10,CIV,,445238.25,14069
00024,5501,ZOLPIDEM TARTRATE,6.25,CIV,,107624,3389
00024,5521,ZOLPIDEM TARTRATE,12.5,CIV,,1550842.98,51041
00024,5800,LEVOCETIRIZINE DIHYDROCHLORIDE,5,,,219150.938,7187
00024,5801,LEVOCETIRIZINE DIHYDROCHLORIDE,0.5,,,1218209.684,8326
00024,5812,BUPROPION HYDROBROMIDE,522,,,155713,5196
00024,5824,CABAZITAXEL,NA,,,628.047,748
00025,0061,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,2.5; .025,CV,,12349,102
00025,1021,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,50; 50,,,57362.06,1507
00025,1411,DICLOFENAC SODIUM AND MISOPROSTOL,50; 200,,,415941.001,6805
00025,1421,DICLOFENAC SODIUM AND MISOPROSTOL,75; 200,,,1025559.61,18067
00025,1451,MISOPROSTOL,100,,,2838.2200000000003,377
00025,1461,MISOPROSTOL,200,,,3956.8,945
00025,1515,CELECOXIB,50,,,96241.88,1800
00025,1520,CELECOXIB,100,,,3522852.296,73248
00025,1525,CELECOXIB,200,,,22288154.979,575771
00025,1530,CELECOXIB,400,,,142105.82,4276
00025,1891,VERAPAMIL HYDROCHLORIDE,240,,,4260,99
00025,2732,DISOPYRAMIDE PHOSPHATE,100,,,38069.94,443
00026,3786,ANTIHEMOPHILIC FACTOR (RECOMBINANT),NA,,,253707,11
00026,3786,ANTIHEMOPHILIC FACTOR (RECOMBINANT),NA,,,253707,11
00029,1526,MUPIROCIN CALCIUM,20,,,494819.802,46570
00029,1527,MUPIROCIN CALCIUM,20,,,5474239.955,215217
00032,1206,PANCRELIPASE,30000; 6000; 19000,,,12468725.624,41878
00032,1212,PANCRELIPASE,60000; 12000; 38000,,,24544932.416,93118
00032,1224,PANCRELIPASE,24000; 76000; 120000,,,33149352.816,113141
00032,1708,PROGESTERONE,100,,,869886.23,24175
00032,1711,PROGESTERONE,200,,,948573.718,29844
00037,0243,AZELASTINE HYDROCHLORIDE,205.5,,,3322513,111977
00039,0060,FUROSEMIDE,40,,,74470,1368
00046,0749,CONJUGATED ESTROGENS,25,,,1179,515
