Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
50383,0795,LACTULOSE,10,,,93539742.686,121168
00013,2150,ESTRADIOL,2,,,14228.2,14143
00378,0087,MAPROTILINE HYDROCHLORIDE,50,,,375917,785728
50383,0807,AMANTADINE HYDROCHLORIDE,50,,,5277401.6959999995,32849
37205,0565,DIPHENHYDRAMINE HYDROCHLORIDE,12.5,,,873577.542,5617
63323,0281,FLUPHENAZINE HYDROCHLORIDE,2.5,,,45272,4191
00085,0539,INTERFERON ALFA-2B,NA,,,1108,256
00006,3552,IMIPENEM AND CILASTATIN SODIUM,500; 500,,,114628.002,7218
00172,3927,DIAZEPAM,10,CIV,,21093750.64,323816
00378,0255,ALBUTEROL SULFATE,2,,,4036685.036,297250
51079,0487,FLUPHENAZINE HYDROCHLORIDE,5,,,93082,2401
00591,0460,GLIPIZIDE,5,,,24880114.62,487035
00002,4115,OLANZAPINE,5,,,73425813.198,3577588
00378,7025,LOXAPINE,25,,,528719,887616
60505,0165,FLUVOXAMINE MALEATE,50,,,1107043.5,18304
00093,0819,NIFEDIPINE,30,,,12470952,347133
00067,4345,SCOPOLAMINE,1,,,1124084.286,182918
00074,3288,TRANDOLAPRIL AND VERAPAMIL HYDROCHLORIDE,1; 240,,,102936,3003095
51079,0926,DILTIAZEM HYDROCHLORIDE,120,,,93745,2159
60793,0136,METAXALONE,800,,,48924224.68,2201240
59148,0008,ARIPIPRAZOLE,10,,,35638877.834,1076807
58406,0435,ETANERCEPT,50,,,892963.536,144730
00338,0553,SODIUM CHLORIDE,900,,,47610745.028,736856
00781,2027,CLOMIPRAMINE HYDROCHLORIDE,25,,,459255,7426
00003,0293,TRIAMCINOLONE ACETONIDE,40,,,216041.105,59850
50111,0469,PROPRANOLOL HYDROCHLORIDE,40,,,17872287.822,258453
00054,4180,DEXAMETHASONE,0.75,,,562628.6,26928
55513,0148,EPOETIN ALFA,4000,,,1246623.8499999999,11464
00527,1376,LEVOTHYROXINE SODIUM,0.125,,,274425,8316
00078,0181,OCTREOTIDE ACETATE,100,,,155768.5,4362
49730,0113,NITROGLYCERIN,0.6,,,678928,21855
00185,0047,FOSINOPRIL SODIUM,40,,,565928,15723
00069,2600,NIFEDIPINE,10,,,136500.5,1833
00603,5769,SOTALOL HYDROCHLORIDE,80,,,121576,2151
00378,4735,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,10; 12.5,,,988491,1469533
00085,1733,MOXIFLOXACIN HYDROCHLORIDE,400,,,5198380.6,610295
61570,0031,"NEOMYCIN AND POLYMYXIN B SULFATES, BACITRACIN ZINC, AND HYDROCORTISONE",3.5; 5000; 400; 10,,,295246.62,16375
49348,0757,ASPIRIN,81,,,1026164.8,30592
64011,0124,CLINDAMYCIN PHOSPHATE,20,,,583949.964,92950
59762,5017,FLUCONAZOLE,150,,,737876.7119999999,450412
53489,0110,CARISOPRODOL,350,CIV,,23303058.2,329374
00006,0749,SIMVASTATIN,40,,,128380666.044,3952113
00025,1411,DICLOFENAC SODIUM AND MISOPROSTOL,50; 200,,,9668535,157822
00008,0923,PANTOPRAZOLE SODIUM,40,,,45539.375,1903581
00603,1785,ASCORBIC ACID AND CHOLECALCIFEROL AND SODIUM FLUORIDE AND VITAMIN A PALMITATE,1500; 35; 400; .25,,,2129468,41501
00093,4155,AMOXICILLIN,250,,,398964636.476,2475881
00597,0042,TELMISARTAN AND HYDROCHLOROTHIAZIDE,80; 25,,,1403014.554,41663
00904,5656,CLONIDINE HYDROCHLORIDE,0.1,,,110342.75,1915
55513,0144,EPOETIN ALFA,10000,,,313730.65,91810
00093,1060,SOTALOL HYDROCHLORIDE,120,,,826641.36,13519
55513,0283,EPOETIN ALFA,10000,,,572356.68,22270
37205,0349,"DOCUSATE SODIUM, SENNOSIDES",50; 8.6,,,279138,4444
00904,1228,DIPHENHYDRAMINE HCL,12.5,,,3113033.1,16526
00603,2339,ACETAMINOPHEN AND CODEINE PHOSPHATE,60; 300,CIII,YES,842494,11888
51672,1290,HYDROCORTISONE VALERATE,2,,,13541577.894,319847
00009,0044,HYDROCORTISONE,20,,,125717.384,2828
00378,0512,VERAPAMIL HYDROCHLORIDE,80,,,3279669.786,1125603
00093,1048,METFORMIN HYDROCHLORIDE,500,,,74684056.086,1000982
51672,4039,ENALAPRIL MALEATE,10,,,9021526.4,191273
50580,0070,MEBENDAZOLE,100,,,6089,2160
00603,4975,OXYBUTYNIN CHLORIDE,5,,,12734633,183268
00006,3822,CASPOFUNGIN ACETATE,5,,,221972.76,10301
00168,0268,BETAMETHASONE DIPROPIONATE,0.5,,,1912843.838,40287
00093,5125,BENAZEPRIL HYDROCHLORIDE,10,,,3854671,96176
53746,0189,NAPROXEN,375,,,1177781,22448
00781,1345,MECLIZINE HYDROCHLORIDE,12.5,,,634453,10215
00004,1100,CAPECITABINE,150,,,179088.068,3406
00173,0736,SUMATRIPTAN SUCCINATE,50,,,2619385.84,1494650
49884,0732,TETRACYCLINE HYDROCHLORIDE,250,,,6195243.6,168783
00456,0457,"THYROID, PORCINE",15,,,679980,13809
00904,5609,ENALAPRIL MALEATE,2.5,,,110357,2932
00115,5445,BUPROPION HYDROCHLORIDE,200,,,5407952,109348
49348,0278,GUAIFENESIN,100,,,4092576.16,18025
61703,0423,"RETINOL, ERGOCALCIFEROL, .ALPHA.-TOCOPHEROL ACETATE, DL-, ASCORBIC ACID, NIACINAMIDE, RIBOFLAVIN 5-PHOSPHATE SODIUM, THIAMINE HYDROCHLORIDE, PYRIDOXINE HYDROCHLORIDE, DEXPANTHENOL, BIOTIN, FOLIC ACID, AND CYANOCOBALAMIN",NA,,,18387,496
