Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
00002,1975,TESTOSTERONE,30,CIII,,211710,2106
00002,3227,ATOMOXETINE HYDROCHLORIDE,10,,,1261266,34898
00093,8344,GLYBURIDE,5,,,4877563,65642
62011,0023,ACETAMINOPHEN,500,,,377312,4383
00378,3951,ATORVASTATIN CALCIUM,20,,,8970089,269818
43547,0255,CARVEDILOL,6.25,,,1187637.708,19267
00781,1764,IMIPRAMINE HYDROCHLORIDE,25,,,173509,3784
00555,9016,NORGESTIMATE AND ETHINYL ESTRADIOL,NA,,,12326589.22,371935
31722,0536,LEVETIRACETAM,250,,,1243537,16342
00023,9177,BRIMONIDINE TARTRATE,1.5,,,33764,4824
00555,0171,MEFLOQUINE HYDROCHLORIDE,250,,,17824.625,4211
16714,0388,CEFADROXIL,500,,,89239,4017
61314,0637,PREDNISOLONE ACETATE,10,,,1014976,146512
59762,3718,TRIAZOLAM,0.25,CIV,,510467,26310
00378,7012,OLMESARTAN MEDOXOMIL,5,,,6820,140
00143,9981,AMOXICILLIN AND CLAVULANATE POTASSIUM,200; 28.5,,,999336,8447
00168,0293,CLOBETASOL PROPIONATE,0.5,,,34275,575
00093,5851,ESCITALOPRAM,10,,,663048,21407
13925,0505,DAPSONE,100,,,132872,4324
51862,0063,DIAZEPAM,5,CIV,,3174295,69090
63323,0269,PROPOFOL,10,,,2731783.148,88623
63323,0269,PROPOFOL,10,,,2731783.148,88623
63323,0269,PROPOFOL,10,,,2731783.148,88623
63323,0269,PROPOFOL,10,,,2731783.148,88623
13668,0220,ARIPIPRAZOLE,20,,,414560.06,14900
00046,1103,"ESTROGENS, CONJUGATED",0.9,,,295528,9536
51862,0064,DIAZEPAM,10,CIV,,2966374.04,53029
00555,0159,CHLORDIAZEPOXIDE HYDROCHLORIDE,25,CIV,,584879,17728
00781,2371,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",7.5; 7.5; 7.5; 7.5,CII,,1366298,40806
50383,0740,ALBUTEROL SULFATE,2,,,7221429.26,55283
60505,3674,PAROXETINE HYDROCHLORIDE,25,,,134419,3204
51525,0113,HYOSCYAMINE SULFATE,0.125,,,229537,3788
00603,7862,TRIAMCINOLONE ACETONIDE,1,,,5157180.782,99976
00093,7367,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,50; 12.5,,,313658,8066
24385,0602,GUAIFENESIN,400,,,103344,2294
68462,0123,LEVONORGESTREL,1.5,,,127,127
61703,0324,PAMIDRONATE DISODIUM,3,,,4559.666,284
00409,6531,VANCOMYCIN HYDROCHLORIDE,750,,,6556.321,1078
00409,6531,VANCOMYCIN HYDROCHLORIDE,750,,,6556.321,1078
67253,0200,PENICILLIN V POTASSIUM,250,,,137746,3345
68382,0758,METFORMIN HYDROCHLORIDE,500,,,30259373,442618
00603,4654,MONTELUKAST SODIUM,5,,,2129733,67757
00603,0241,DIPHENHYDRAMINE HYDROCHLORIDE,25,,,393621,10211
63304,0622,ATENOLOL,50,,,260680.38199999998,7512
00603,3887,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,10; 325,CII,YES,40299794,460132
43386,0440,NIFEDIPINE,10,,,578071.384,8934
62756,0260,ZONISAMIDE,100,,,955381.196,9851
00002,3238,ATOMOXETINE HYDROCHLORIDE,18,,,1706322,50687
00121,0595,SODIUM CITRATE AND CITRIC ACID MONOHYDRATE,500; 334,,,8694913.504,10644
00378,6727,ZONISAMIDE,100,,,870434.466,9285
55111,0653,SIROLIMUS,1,,,237264,3899
00006,3801,RIZATRIPTAN BENZOATE,10,,,4470,435
54838,0144,ACETAMINOPHEN,160,,,45405053.046,275302
00378,6090,DILTIAZEM HYDROCHLORIDE,90,,,105956,1878
49348,0031,HYDROGEN PEROXIDE,2.65,,,54970,592
00406,0124,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,7.5; 325,CII,YES,20824891,360762
00338,0519,SOYBEAN OIL,20,,,13019519.62,13211
00338,0519,SOYBEAN OIL,20,,,13019519.62,13211
00338,0519,SOYBEAN OIL,20,,,13019519.62,13211
00338,0519,SOYBEAN OIL,20,,,13019519.62,13211
68382,0004,TOPIRAMATE,15,,,856239,7711
00075,2912,ENOXAPARIN SODIUM,120,,,22442.007,1200
00075,2912,ENOXAPARIN SODIUM,120,,,22442.007,1200
00406,0125,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,10; 325,CII,YES,38830979.6,453094
00904,0202,AMITRIPTYLINE HYDROCHLORIDE,50,,,2461,70
00904,6575,PHENOBARBITAL,32.4,CIV,,1576,22
65862,0692,PHENYTOIN SODIUM,100,,,446120,4417
57664,0167,METOPROLOL TARTRATE,100,,,3930870.418,61157
57664,0167,METOPROLOL TARTRATE,100,,,3930870.418,61157
43199,0037,LABETALOL HYDROCHLORIDE,100,,,199116.68,3062
45963,0480,ALOSETRON HYDROCHLORIDE,1,,,5820,103
62332,0054,CLONIDINE HYDROCHLORIDE,0.1,,,1810419,37087
54092,0173,CARBAMAZEPINE,300,,,494226,5321
68462,0130,ZONISAMIDE,100,,,5983440.462,61613
60505,3849,CELECOXIB,200,,,798857,19915
00472,5242,PERMETHRIN,1,,,512104.4,6861
13107,0068,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",1.25; 1.25; 1.25; 1.25,CII,,1506235.5,37766
67877,0146,TEMAZEPAM,15,CIV,,723992.064,23456
00173,0873,UMECLIDINIUM,62.5,,,1968827,65857
60505,0080,SOTALOL HYDROCHLORIDE,80,,,564580.774,9248
00173,0866,ALBIGLUTIDE,30,,,70021,17434
