Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
00002,1975,TESTOSTERONE,30,CIII,,1296701,13181
00002,3227,ATOMOXETINE HYDROCHLORIDE,10,,,5325165.11,146782
68134,0201,NAPROXEN,125,,,8276599.2,25801
24208,0463,LATANOPROST,50,,,1321778.496,509390
57237,0002,HYDROCHLOROTHIAZIDE,12.5,,,7403140.32,220394
00093,7810,"AMLODIPINE, VALSARTAN, AND HYDROCHLOROTHIAZIDE",10; 160; 12.5,,,19138,627
68001,0197,ESCITALOPRAM OXALATE,20,,,4855153,152189
00536,5904,SENNA,8.6,,,2726111.38,42091
51672,4133,LAMOTRIGINE,200,,,6822572.702,144189
16571,0431,ATENOLOL,50,,,89638.2,2507
00781,3356,ENOXAPARIN SODIUM,100,,,143816.47400000002,11124
45963,0141,BUPROPION HYDROCHLORIDE,150,,,18411238.978,507622
60505,2850,ALFUZOSIN HYDROCHLORIDE,10,,,573959,18385
36800,0484,ACETAMINOPHEN,500,,,69060,851
00002,4453,OLANZAPINE,5,,,203390.51,5849
49348,0980,ASPIRIN,81,,,1799530,51227
68382,0068,SIMVASTATIN,40,,,7948598.998,245125
00409,3796,KETOROLAC TROMETHAMINE,60,,,1462093.324,782997
00781,2201,TEMAZEPAM,15,CIV,,1643545,55008
33342,0085,OLANZAPINE,15,,,311257,8175
00555,1057,ISOTRETINOIN,40,,,2059653,43442
55111,0467,METOPROLOL SUCCINATE,50,,,20054385,569610
00002,7511,INSULIN LISPRO,100,,,3254229.438,157250
00002,7512,INSULIN LISPRO,100,,,279075.08,10964
00406,8380,MORPHINE SULFATE,60,CII,YES,5710093,84594
67877,0251,TRIAMCINOLONE ACETONIDE,1,,,93584834.688,1032735
00135,0194,NICOTINE,21,,,396121,16596
00002,7712,INSULIN LISPRO,200,,,280758,23179
00002,8031,GLUCAGON,NA,,,444326.084,299434
00093,8162,QUETIAPINE,100,,,12239750,295898
59746,0329,DONEPEZIL HYDROCHLORIDE,5,,,785745,22964
00555,0286,DIPYRIDAMOLE,75,,,330713,4317
