Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
00093,0262,FLUOCINONIDE,0.5,,,2581329,52165
00228,2128,CLONIDINE HYDROCHLORIDE,0.2,,,4763307,66879
00591,5440,DOXYCYCLINE HYCLATE,100,,,2025496,107098
00172,4096,BACLOFEN,10,,,12550160,109491
00378,2100,LOPERAMIDE HYDROCHLORIDE,2,,,2349943,55679
00024,1535,HEXACHLOROPHENE,30,,,37627564.708,148970
11980,0022,SULFACETAMIDE SODIUM AND PREDNISOLONE ACETATE,100; 2,,,1361094.28,174417
00025,1861,VERAPAMIL HYDROCHLORIDE,120,,,1242391,17640
00054,3722,PREDNISONE,5,,,6376080.5,44551
24208,0720,DEXAMETHASONE SODIUM PHOSPHATE,1,,,136503,26259
51079,0684,ATENOLOL,50,,,196176,6091
00641,2450,HEPARIN SODIUM,1000,,,15331,185
00781,2809,OXAZEPAM,10,CIV,,589411,10822
45802,0046,GENTAMICIN SULFATE,1,,,194368,6803
00781,2020,AMOXICILLIN,250,,,556699,18198
50111,0459,THEOPHYLLINE,300,,,15558009.959999999,220323
00025,1461,MISOPROSTOL,200,,,26413712,320552
00009,0055,ALPRAZOLAM,0.5,CIV,,87801731.52,1453605
00143,1257,HYDROCHLOROTHIAZIDE,50,,,263400,7979
49884,0021,ISOSORBIDE DINITRATE,10,,,1991223,20961
24208,0585,TROPICAMIDE,10,,,7365,489
53489,0157,ALLOPURINOL,300,,,1242020,31067
00228,2167,LEVETIRACETAM,1000,,,72010,1296
00054,2527,LITHIUM CARBONATE,300,,,34289558,356770
00781,1491,AMITRIPTYLINE HYDROCHLORIDE,150,,,741585,22191
00078,0183,OCTREOTIDE ACETATE,200,,,4862.04,332
00078,0182,OCTREOTIDE ACETATE,500,,,61515,1797
00904,1258,CALCIUM CARBONATE,500,,,328358,1789
00378,0147,INDOMETHACIN,50,,,3651325,59666
00591,5544,ALLOPURINOL,300,,,1522084,42869
00093,0264,FLUOCINONIDE,0.5,,,722001.5,14441
00378,0156,PROBENECID,500,,,864852,19025
00054,4527,LITHIUM CARBONATE,300,,,10454723.92,120045
00168,0007,NYSTATIN,100000,,,765170,41728
00456,0461,"THYROID, PORCINE",120,,,2009025,38215
00338,0656,ACETIC ACID,250,,,36489840.996,18097
53489,0148,THIORIDAZINE HYDROCHLORIDE,10,,,362859,4559
00039,0060,FUROSEMIDE,40,,,13569679.64,291672
00378,0215,TOLBUTAMIDE,500,,,1506354,21612
00245,0040,POTASSIUM CHLORIDE,600,,,13729161,206096
00378,1101,PRAZOSIN HYDROCHLORIDE,1,,,3382063,48767
00009,0094,ALPRAZOLAM,2,CIV,,2595468,41579
00781,1506,ATENOLOL,50,,,6655149.04,153585
00781,1832,PROMETHAZINE HYDROCHLORIDE,50,,,1388843,32455
50111,0468,PROPRANOLOL HYDROCHLORIDE,20,,,897426,11161
00378,4010,TEMAZEPAM,15,CIV,,5056463,168791
00009,0064,MEDROXYPROGESTERONE ACETATE,2.5,,,11527205.4,286445
00781,1397,HALOPERIDOL,10,,,5403448,76164
00054,8301,FUROSEMIDE,80,,,891924,22909
00074,7804,POTASSIUM CHLORIDE,750,,,22841128.6,335591
00641,2460,HEPARIN SODIUM,5000,,,503689,20996
00054,4182,DEXAMETHASONE,1.5,,,24043,493
45802,0048,NYSTATIN,100000,,,1137548,39753
00186,1094,METOPROLOL SUCCINATE,200,,,40577,1143
00378,4250,DOXEPIN HYDROCHLORIDE,50,,,9228536,170848
00904,2821,OXYBUTYNIN CHLORIDE,5,,,5019028,72456
00536,3305,ASPIRIN,325,,,2175342,30674
00054,4728,PREDNISONE,5,,,7932951,146389
00591,5660,SULINDAC,200,,,8770121,151333
00378,6410,DOXEPIN HYDROCHLORIDE,100,,,3655454,83086
00904,2244,DOCUSATE SODIUM,100,,,9472238,178896
00009,0626,MEDROXYPROGESTERONE ACETATE,400,,,19648.6,3592
00904,0788,MAGNESIUM HYDROXIDE,1200,,,11516608,20070
00536,3313,ASPIRIN,325,,,12284660,202920
08880,9505,SILVER SULFADIAZINE,10,,,5695344.739,53812
00049,2750,DOXAZOSIN MESYLATE,1,,,5748937.2,138372
00781,1396,HALOPERIDOL,5,,,4201548,64340
00832,1024,BACLOFEN,10,,,554118,4779
00378,2685,AMITRIPTYLINE HYDROCHLORIDE,100,,,3343468,81520
51672,1271,DESOXIMETASONE,0.5,,,443857,12394
00009,0286,MEDROXYPROGESTERONE ACETATE,5,,,3053918.26,114944
00378,0512,VERAPAMIL HYDROCHLORIDE,80,,,3742985,43965
00781,1973,DESIPRAMINE HYDROCHLORIDE,50,,,5032511,71490
00904,3892,"BULTABITAL, ASPIRIN AND CAFFEINE",325; 50; 40,CIII,,723728,18997
00456,0460,"THYROID, PORCINE",90,,,379840,8356
00143,1256,HYDROCHLOROTHIAZIDE,25,,,273986,7997
51079,0074,HYDRALAZINE HYDROCHLORIDE,10,,,394883,4924
46287,0006,SODIUM POLYSTYRENE SULFONATE,15,,,2084612,3567
51079,0608,FENOFIBRATE,145,,,3237,84
00781,1030,TRIFLUOPERAZINE HYDROCHLORIDE,1,,,4370856,52732
00781,1439,FLUPHENAZINE HYDROCHLORIDE,10,,,5022021,65395
00132,0704,BISACODYL,5,,,2692,49
00143,3142,DOXYCYCLINE HYCLATE,100,,,114892,6337
00069,2660,NIFEDIPINE,60,,,75864193,2088644
00049,3410,FLUCONAZOLE,50,,,394555,14625
00378,0477,DIAZEPAM,10,CIV,,6795115,112582
00591,5513,CARISOPRODOL,350,CIV,,10221014,182337
00074,6214,DIVALPROEX SODIUM,250,,,89760440,714361
00187,3010,PYRIDOSTIGMINE BROMIDE,60,,,5936922,40032
00615,0547,DIGOXIN,0.125,,,3746725.2,132345
00536,3218,ACETAMINOPHEN,500,,,6150117,71490
00536,4391,PSEUDOEPHEDRINE HCL,30,,,1353386,27554
00025,1001,SPIRONOLACTONE,25,,,1195829,18014
00536,1011,"ALUMINUM HYDROXIDE, MAGNESIUM HYDROXIDE, SIMETHICONE",200; 200; 25,,,2282541.28,13929
00781,1438,FLUPHENAZINE HYDROCHLORIDE,5,,,5610212,84356
00615,3533,ATENOLOL,100,,,1356,46
00378,6097,FLUPHENAZINE HYDROCHLORIDE,10,,,6882783,94173
00009,0280,METHYLPREDNISOLONE ACETATE,40,,,19555,4705
00009,0280,METHYLPREDNISOLONE ACETATE,40,,,19555,4705
00536,3755,DOCUSATE CALCIUM,240,,,2138576,45946
00781,1392,HALOPERIDOL,1,,,4670892,74761
00049,0013,AMPICILLIN SODIUM AND SULBACTAM SODIUM,1; .5,,,294872,1998
00378,3000,MECLOFENAMATE SODIUM,100,,,3815523,64115
00781,1695,ISOSORBIDE DINITRATE,20,,,25976860,230103
00904,3003,NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE,3.5; 10000; 1,,,43332,8063
00555,0381,MEPERIDINE HYDROCHLORIDE,50,CII,,1341756,38691
00781,2227,THIOTHIXENE,2,,,2066005,32730
00056,0172,WARFARIN SODIUM,5,,,39997544.2,1017193
17478,0620,WATER,929,,,4657,819
00781,1486,AMITRIPTYLINE HYDROCHLORIDE,10,,,5944917.6,104461
00781,1345,MECLIZINE HYDROCHLORIDE,12.5,,,2312005,38862
49884,0096,MINOCYCLINE HYDROCHLORIDE,50,,,24808,385
00049,2780,DOXAZOSIN MESYLATE,8,,,481752,12806
00904,0643,NITROGLYCERIN,2.5,,,2050974,27507
00054,4650,OXYCODONE AND ACETAMINOPHEN,5; 325,CII,YES,23456359.3,503448
00832,0086,FLUOXYMESTERONE,10,CIII,,115324,2570
00049,2760,DOXAZOSIN MESYLATE,2,,,4154732,103378
00054,4301,FUROSEMIDE,80,,,3657661,73453
51672,1253,FLUOCINONIDE,0.5,,,1434079,31107
00591,5335,TRIHEXYPHENIDYL HYDROCHLORIDE,2,,,10859516,172102
00597,0032,CLONIDINE,0.2,,,1030175.884,225288
00009,3116,CLINDAMYCIN PHOSPHATE,10,,,7988223,156516
00904,2364,METHOCARBAMOL,500,,,179226,3313
51079,0565,THIORIDAZINE HYDROCHLORIDE,10,,,2093514,31198
00378,2150,MECLOFENAMATE SODIUM,50,,,1472854,22683
00172,3925,DIAZEPAM,2,CIV,,602892,10383
00591,5438,QUINIDINE SULFATE,200,,,1545659,14344
00049,4910,SERTRALINE HYDROCHLORIDE,100,,,3066070,99585
00056,0176,WARFARIN SODIUM,2.5,,,23433053.8,645146
00071,0535,QUINAPRIL HYDROCHLORIDE,40,,,127929,3674
00074,6212,DIVALPROEX SODIUM,125,,,9540251.04,86631
00025,2752,DISOPYRAMIDE PHOSPHATE,100,,,583349,6125
00006,0740,SIMVASTATIN,20,,,977443,27349
49884,0099,PROPAFENONE HYDROCHLORIDE,225,,,108575,1769
00378,3125,DOXEPIN HYDROCHLORIDE,25,,,9059475,165825
00472,0882,HYDORCORTISONE AND ACETIC ACID,1.1; 2.41,,,474333,43502
00603,2339,ACETAMINOPHEN AND CODEINE PHOSPHATE,60; 300,CIII,YES,184096,3487
00781,1599,SPIRONOLACTONE,25,,,6704597.6,75875
00904,3571,MEGESTROL ACETATE,40,,,898379,8911
00904,1748,IBUPROFEN,400,,,3854531,65367
00536,0091,ALUMINUM HYDROXIDE,320,,,18828308.12,15606
00591,5621,DIAZEPAM,2,CIV,,1060211,18871
00009,0029,ALPRAZOLAM,0.25,CIV,,80581895,1455843
00555,0572,METHOTREXATE,2.5,,,1526892.6,69616
00025,2732,DISOPYRAMIDE PHOSPHATE,100,,,1520948,16863
00781,1556,ISOSORBIDE DINITRATE,10,,,25841424.4,240758
00378,3205,PRAZOSIN HYDROCHLORIDE,5,,,1899418,23183
00009,0050,MEDROXYPROGESTERONE ACETATE,10,,,4132135.1,217164
00054,4180,DEXAMETHASONE,0.75,,,67052,2540
00591,5381,METHOCARBAMOL,500,,,963066,17712
00615,2525,IBUPROFEN,400,,,769674,11968
00228,2076,TEMAZEPAM,15,CIV,,2719615,96690
00025,1851,VERAPAMIL HYDROCHLORIDE,80,,,4615413,57594
00781,1393,HALOPERIDOL,2,,,3604953,56386
00591,5442,PREDNISONE,10,,,5908252,140985
00536,4742,CALGEST,500,,,67020,493
00536,1970,POLYVINYL ALCOHOL,14,,,568399,36385
00591,5239,MEPROBAMATE,200,CIV,,404503,6332
00054,3294,FUROSEMIDE,10,,,18259533.2,192073
