Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
68180,0353,SERTRALINE,100,,,4006857.006,105313
00025,1411,DICLOFENAC SODIUM AND MISOPROSTOL,50; 200,,,1906460.18,30252
00555,0833,WARFARIN SODIUM,5,,,15592762.76,409871
00555,0323,HYDROXYZINE PAMOATE,25,,,11040413.326,179281
00024,1535,HEXACHLOROPHENE,30,,,12304211.049,38520
63323,0385,CEFOTETAN DISODIUM,1,,,310,54
68462,0101,FLUCONAZOLE,50,,,23140,1605
00054,4181,DEXAMETHASONE,1,,,731542.2,20327
16252,0573,RAMIPRIL,10,,,4976785,125648
61748,0044,AMINOCAPROIC ACID,0.25,,,827525,2716
50383,0823,SULFAMETHOXAZOLE AND TRIMETHOPRIM,200; 40,,,42663545.982,269025
60793,0136,METAXALONE,800,,,19805749.5,318588
24385,0602,GUAIFENESIN,400,,,9144,167
00517,0130,CYANOCOBALAMIN,1000,,,1361361.134,89787
68382,0056,WARFARIN SODIUM,5,,,851009,23948
68180,0723,CEFDINIR,250,,,12229614.734,156548
00093,0782,TAMOXIFEN CITRATE,20,,,2163369.64,63345
00004,0186,IBANDRONATE SODIUM,150,,,211321.072,183608
00591,0463,METOPROLOL TARTRATE,100,,,1257752,20892
51672,4012,CLOMIPRAMINE HYDROCHLORIDE,50,,,2058721.42,26519
51672,1274,BETAMETHASONE DIPROPIONATE,0.64,,,906449.157,22232
59746,0001,METHYLPREDNISOLONE,4,,,5232333,241635
00023,0312,"MINERAL OIL, PETROLATUM",425; 568,,,148930.695,27998
63402,0193,ESZOPICLONE,3,CIV,,10093593,365603
60505,2547,ZONISAMIDE,100,,,3880309.748,34920
00088,2220,INSULIN GLARGINE,100,,,35293874.472,2144847
51672,1298,KETOCONAZOLE,20,,,2388109.804,53402
00591,0487,ESTRADIOL,1,,,1126254.9,33777
00093,0263,FLUOCINONIDE,0.5,,,132036.788,2463
24208,0317,SULFACETAMIDE SODIUM AND PREDNISOLONE SODIUM PHOSPHATE,100; 2.3,,,52154,6808
65862,0149,FINASTERIDE,5,,,95702,2870
00185,0144,AMIODARONE HYDROCHLORIDE,200,,,3386676.974,87176
37205,0277,DIPHENHYDRAMINE HYDROCHLORIDE,25,,,180566,3511
24385,0337,MAXIMUM STRENGTH PEPTO BISMOL,525,,,48682,121
00185,4400,TIZANIDINE HYDROCHLORIDE,4,,,12698590.258,160250
00904,5180,"DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN",10; 100,,,1163395.2,5888
00378,0435,BUPROPION HYDROCHLORIDE,100,,,941550,16180
00085,1425,TEMOZOLOMIDE,140,,,25783.5,1958
00603,3740,FUROSEMIDE,40,,,11181224,268192
00093,7156,SIMVASTATIN,80,,,3346137.8,105805
00591,5440,DOXYCYCLINE HYCLATE,100,,,8396329.88,348502
00078,0357,OXCARBAZEPINE,60,,,100129019.584,269698
00904,7889,DOCUSATE SODIUM,100,,,23500134.026,396755
37205,0970,"DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN",20; 200,,,4852760.778,21468
45802,0221,FLUTICASONE PROPIONATE,0.05,,,822194.5,17004
00185,0141,OXAPROZIN,600,,,1460117,26718
00781,2274,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,10; 20,,,2813643,84914
50458,0320,RISPERIDONE,2,,,37406087.796,820571
00527,1312,"BUTALBITAL, ASPIRIN, CAFFEINE AND CODEINE PHOSPHATE",50; 325; 40; 30,CIII,YES,798490,13446
60951,0655,MORPHINE SULFATE,60,CII,YES,4210485,55601
00781,5748,METHYLPHENIDATE HYDROCHLORIDE,5,CII,,2600362,49219
00781,1526,POTASSIUM CHLORIDE,750,,,9172800.222,192580
62175,0119,ISOSORBIDE MONONITRATE,60,,,2696485.4,75053
00116,2001,CHLORHEXIDINE GLUCONATE,1.2,,,160439961.524,310153
59417,0103,LISDEXAMFETAMINE DIMESYLATE,30,CII,,15838590,512628
49348,0460,PERMETHRIN,1,,,1238142.05,17094
00074,4552,LEVOTHYROXINE SODIUM,50,,,3560826.64,106864
51991,0293,OXCARBAZEPINE,300,,,2775571,35186
63481,0612,OXYMORPHONE HYDROCHLORIDE,5,CII,YES,343106.378,4315
00135,0145,NICOTINE,21,,,419273.676,19760
45802,0049,TRIAMCINOLONE ACETONIDE,5,,,924020.064,23681
00168,0162,CLOBETASOL PROPIONATE,0.5,,,2311297.6,41243
00228,3005,CLONAZEPAM,2,CIV,,10369553.506,168378
00338,0137,"SODIUM CHLORIDE, SOLDIUM LACTATE, POTASSIUM CHLORIDE AND CALCIUM CHLORIDE",6; 3.1; 300; 200,,,76472,27
00409,7811,METRONIDAZOLE,500,,,1195542.034,1181
00409,7811,METRONIDAZOLE,500,,,1195542.034,1181
00056,0172,WARFARIN SODIUM,5,,,1730375.598,40631
65862,0099,CEFPROZIL,125,,,317295,2971
50458,0315,RISPERIDONE,1,,,3788138.222,72608
00185,5050,METOLAZONE,2.5,,,852364.64,30718
00172,3759,LISINOPRIL,10,,,11035944.336,322620
68462,0158,ONDANSETRON,8,,,386401.722,23908
00008,1041,SIROLIMUS,1,,,3464784.18,37817
57664,0474,METFORMIN HYDROCHLORIDE,1000,,,9944904,157269
00406,0358,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,7.5; 500,CII,YES,43416292.47,891128
66685,1002,AMOXICILLIN AND CLAVULANATE POTASSIUM,500; 125,,,636326,29008
59762,3743,CLINDAMYCIN PHOSPHATE,10,,,1883946.68,36062
00641,0410,HEPARIN SODIUM,10000,,,255018.02,3881
68382,0055,WARFARIN SODIUM,4,,,147221,5812
00009,3116,CLINDAMYCIN PHOSPHATE,10,,,10312,168
00169,3687,INSULIN DETEMIR,100,,,3649782.9,221562
49884,0771,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,2.5; .025,CV,,2215524.632,42062
00781,1391,HALOPERIDOL,0.5,,,368912,6447
00088,1206,DOLASETRON MESYLATE,100,,,239113.5,45799
