Labeler.Code,Product.Code,Product,Strength,DEA.Schedule,Opiate,Units.Reimbursed,Number.of.Prescriptions
67618,0300,STANDARDIZED SENNA CONCENTRATE,8.6,,,36592,582
68462,0159,METFORMIN HYDROCHLORIDE,500,,,2422284.521,37496
00185,0177,SOTALOL HYDROCHLORIDE,160,,,100477.92,1494
29033,0019,CARBAMAZEPINE,100,,,303525.72,3584
00555,9049,NORGESTREL AND ETHINYL ESTRADIOL,NA,,,14727278.17,447341
00054,0224,LEVETIRACETAM,100,,,162735832.275,528745
50111,0433,TRAZODONE HYDROCHLORIDE,50,,,119558930.724,3070516
00067,4345,SCOPOLAMINE,1,,,655628.292,94968
10702,0011,HYDROXYZINE HYDROCHLORIDE,25,,,7835876.238,149650
49884,0029,HYDRALAZINE HYDROCHLORIDE,10,,,1432462.584,15264
00185,0117,LABETALOL HCL,200,,,17588647.612,211018
37205,0020,ACETAMINOPHEN,500,,,2162241.6,23222
65162,0752,BENAZEPRIL HYDROCHLORIDE,10,,,625242.12,17419
00517,0401,ATROPINE SULFATE,0.4,,,83677.034,14903
00781,1681,ONDANSETRON,8,,,1023967.41,55051
49884,0055,IMIPRAMINE HYDROCHLORIDE,25,,,3187719.32,64641
42192,0329,"LEVOTHYROXINE, LIOTHYRONINE",19; 4.5,,,98529,2090
68462,0344,HYDRALAZINE HYDROCHLORIDE,100,,,1609039.723,18212
37205,0204,NICOTINE POLACRILEX,4,,,62614,499
13668,0007,ZOLPIDEM TARTRATE,5,,,5004220.826,189017
16714,0225,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,100; 25,,,1008320.714,27017
00113,0416,ASPIRIN,325,,,422967.751,11618
16252,0599,ALENDRONATE SODIUM,35,,,164610.142,38400
00781,3188,VANCOMYCIN HYDROCHLORIDE,1,,,880828.242,6237
68382,0114,RISPERIDONE,1,,,16672793.226,344868
60505,0686,PIPERACILLIN AND TAZOBACTAM,2; .25,,,23517.25,480
00115,6811,BUPROPION HYDROCHLORIDE,150,,,1596479.484,43457
64950,0901,OXYCODONE HYDROCHLORIDE,5,CII,YES,194515.28,2358
24385,0604,IBUPROFEN,200,,,348266,5951
00603,5801,SULFASALAZINE,500,,,1292520.72,9909
52427,0286,NITROFURANTOIN MACROCRYSTALS,25,,,67417.06,2156
00093,0039,LAMOTRIGINE,25,,,31107097.074,396297
60505,3162,LOSARTAN POTASSIUM,100,,,893418.226,26565
00536,2470,MAGNESIUM HYDROXIDE,1200,,,15110853.474,31890
00113,9458,CETIRIZINE HYDROCHLORIDE,10,,,55484,1864
00172,3926,DIAZEPAM,5,CIV,,38516841.384,744628
49884,0641,METHIMAZOLE,10,,,6267880.258,96817
00053,7201,ALPHA-1-PROTEINASE INHIBITOR HUMAN,NA,,,21414629.16,1544
00904,5255,ACETAMINOPHEN,80,,,3004819.566,122318
51672,4083,HYDROCORTISONE BUTYRATE,1,,,329865.001,8637
50111,0990,ERGOCALCIFEROL,1.25,,,16169879.948,3418748
63459,0402,TIAGABINE HYDROCHLORIDE,2,,,520729,7097
65483,0895,ALOSETRON HYDROCHLORIDE,1,,,83634,1543
00409,1782,NALOXONE HYDROCHLORIDE,0.4,,,1173.5,71
63323,0161,KETOROLAC TROMETHAMINE,15,,,8270.134,2977
63323,0161,KETOROLAC TROMETHAMINE,15,,,8270.134,2977
63323,0161,KETOROLAC TROMETHAMINE,15,,,8270.134,2977
00245,0085,PROPRANOLOL HYDROCHLORIDE,80,,,415250.12,11192
00378,0186,CLONIDINE HYDROCHLORIDE,0.2,,,23850576.806,486136
00075,8004,DOCETAXEL,80,,,43766.534,7536
00591,0348,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,75; 50,,,1420312.242,50947
45802,0358,"DIPHENHYDRAMINE HYDROCHLORIDE, ZINC ACETATE",2; .1,,,10756.108,329
00143,1771,ISOSORBIDE DINITRATE,10,,,2900439.08,35909
00536,3381,BISACODYL,5,,,4892706.42,95152
45802,0060,BACITRACIN,500,,,4804756.355,163901
55111,0342,CITALOPRAM HYDROBROMIDE,10,,,1417902.554,44630
43547,0249,METFORMIN HYDROCHLORIDE,850,,,2198222.86,31447
00378,1110,GLIPIZIDE,10,,,21391473.496,334718
51079,0524,ONDANSETRON,4,,,24904.142,4648
68382,0057,WARFARIN SODIUM,6,,,542812.542,17774
00591,2880,VERAPAMIL HYDROCHLORIDE,120,,,220600.12,5990
59762,0930,VORICONAZOLE,200,,,259105.6,4657
00555,9016,NORGESTIMATE AND ETHINYL ESTRADIOL,NA,,,30560861.146,957420
00172,5412,FLUCONAZOLE,150,,,4262859.43,2792418
00603,2215,AMITRIPTYLINE HYDROCHLORIDE,75,,,2197395.738,60034
00143,1240,DIGOXIN,125,,,3034674.392,95521
59762,5027,GABAPENTIN,300,,,49428678.516,550006
00555,9047,LEVONORGESTREL AND ETHINYL ESTRADIOL,NA,,,3258220.6,101827
59676,0310,ERYTHROPOIETIN,10000,,,109409.848,39559
13668,0015,LEVETIRACETAM,500,,,4552780.36,49537
13533,0800,IMMUNE GLOBULIN (HUMAN),10,,,2748341,8038
